survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV024718,C005,CUST01292,2024-04-22,6,Improved comfort,Price,Customer support,No
SRV024719,C005,CUST03695,2023-12-30,7,Improved comfort,Features,Software,Yes
SRV024720,C005,CUST01467,2023-07-31,2,Improved comfort,Features,Software,No
SRV024721,C002,CUST07103,2025-01-20,4,Improved comfort,Performance,Performance,No
SRV024722,C007,CUST03024,2023-05-23,7,Better design,Price,Price,Yes
SRV024723,C010,CUST05869,2024-10-29,9,More smart features,Quality,Design,Yes
SRV024724,C005,CUST00355,2024-03-22,3,Improved durability,Customer reviews,Design,No
SRV024725,C004,CUST05610,2024-04-05,4,Lower price,Quality,Customer support,No
SRV024726,C002,CUST06808,2024-10-28,5,Lower price,Performance,Performance,No
SRV024727,C010,CUST07455,2024-01-07,3,Longer battery life,Quality,Performance,No
SRV024728,C006,CUST09169,2025-01-10,7,Better performance,Design,Price,Yes
SRV024729,C003,CUST04941,2025-09-10,9,Improved comfort,Customer reviews,Price,Yes
SRV024730,C008,CUST06313,2025-11-06,7,Longer battery life,Durability,Comfort,Yes
SRV024731,C004,CUST08002,2023-02-26,1,Improved durability,Features,Customer support,No
SRV024732,C010,CUST07663,2023-10-15,3,Better design,Customer reviews,Software,No
SRV024733,C002,CUST07923,2023-04-28,3,Longer battery life,Design,Design,No
SRV024734,C004,CUST03776,2023-11-06,1,Longer battery life,Quality,Price,No
SRV024735,C008,CUST02492,2025-09-11,6,Better design,Performance,Customer support,No
SRV024736,C007,CUST00983,2024-10-08,2,More smart features,Brand reputation,Performance,No
SRV024737,C004,CUST08588,2025-01-15,10,More smart features,Design,Price,Yes
SRV024738,C009,CUST08889,2025-07-26,1,Better performance,Durability,Battery life,No
SRV024739,C004,CUST00980,2025-02-23,3,Improved durability,Durability,Price,No
SRV024740,C003,CUST02765,2024-11-26,7,Improved durability,Quality,Customer support,Yes
SRV024741,C006,CUST05809,2024-09-29,4,Better performance,Brand reputation,Design,No
SRV024742,C001,CUST02552,2023-04-03,8,Better design,Features,Customer support,Yes
SRV024743,C003,CUST07720,2025-11-02,2,More smart features,Price,Durability,No
SRV024744,C004,CUST06277,2025-10-01,7,Improved durability,Performance,Customer support,Yes
SRV024745,C009,CUST03485,2023-07-11,9,Lower price,Design,Battery life,Yes
SRV024746,C010,CUST03220,2023-12-19,7,More smart features,Durability,Software,Yes
SRV024747,C005,CUST09188,2024-02-26,4,Longer battery life,Customer reviews,Design,No
SRV024748,C007,CUST06753,2025-02-11,4,Longer battery life,Customer reviews,Software,No
SRV024749,C004,CUST03558,2023-03-10,6,Improved comfort,Quality,Battery life,No
SRV024750,C002,CUST03240,2023-08-11,8,Lower price,Customer reviews,Battery life,Yes
SRV024751,C007,CUST06057,2023-03-18,9,Improved durability,Durability,Customer support,Yes
SRV024752,C008,CUST07217,2025-10-22,2,Improved durability,Customer reviews,Performance,No
SRV024753,C010,CUST04910,2025-02-19,7,Better software,Quality,Durability,Yes
SRV024754,C001,CUST04183,2025-04-21,2,Improved durability,Performance,Software,No
SRV024755,C005,CUST05721,2024-08-24,4,More smart features,Features,Comfort,No
SRV024756,C010,CUST02564,2023-05-10,4,Better software,Durability,Comfort,No
SRV024757,C004,CUST09568,2023-07-19,1,Improved durability,Design,Comfort,No
SRV024758,C003,CUST00410,2025-11-09,6,Better performance,Performance,Design,No
SRV024759,C002,CUST04805,2025-09-27,7,Longer battery life,Price,Design,Yes
SRV024760,C004,CUST02350,2024-04-01,1,Longer battery life,Performance,Durability,No
SRV024761,C002,CUST01269,2023-04-29,3,Better design,Brand reputation,Performance,No
SRV024762,C008,CUST06130,2023-08-29,5,Better software,Customer reviews,Durability,No
SRV024763,C005,CUST08278,2024-06-09,8,Better software,Performance,Price,Yes
SRV024764,C009,CUST08289,2024-03-26,2,Improved comfort,Brand reputation,Price,No
SRV024765,C003,CUST02987,2024-06-26,9,Lower price,Durability,Price,Yes
SRV024766,C010,CUST06166,2023-12-05,4,Better performance,Features,Durability,No
SRV024767,C008,CUST02283,2024-01-10,9,Better performance,Design,Performance,Yes
SRV024768,C002,CUST07725,2024-05-02,2,Better software,Features,Battery life,No
SRV024769,C010,CUST00251,2025-12-05,10,Better performance,Customer reviews,Durability,Yes
SRV024770,C003,CUST04190,2023-07-12,6,Better software,Brand reputation,Price,No
SRV024771,C007,CUST02226,2024-02-18,1,Better software,Performance,Durability,No
SRV024772,C007,CUST06553,2024-03-21,6,Longer battery life,Design,Performance,No
SRV024773,C005,CUST00165,2024-06-02,7,Better design,Durability,Performance,Yes
SRV024774,C004,CUST07602,2025-12-19,10,Longer battery life,Brand reputation,Price,Yes
SRV024775,C003,CUST01557,2024-01-11,6,Improved durability,Brand reputation,Performance,No
SRV024776,C003,CUST05952,2023-12-13,9,Better software,Features,Design,Yes
SRV024777,C004,CUST05401,2025-06-17,2,Longer battery life,Performance,Battery life,No
SRV024778,C008,CUST07365,2023-11-05,4,More smart features,Durability,Price,No
SRV024779,C001,CUST08521,2025-09-06,7,Improved comfort,Design,Battery life,Yes
SRV024780,C006,CUST05867,2025-05-18,4,Better software,Performance,Battery life,No
SRV024781,C003,CUST05225,2024-02-03,1,Longer battery life,Brand reputation,Performance,No
SRV024782,C002,CUST06541,2023-02-21,7,Improved comfort,Features,Comfort,Yes
SRV024783,C003,CUST06993,2024-01-31,9,Better design,Durability,Durability,Yes
SRV024784,C004,CUST04279,2023-07-14,8,Lower price,Design,Battery life,Yes
SRV024785,C003,CUST09854,2025-05-10,6,More smart features,Features,Design,No
SRV024786,C005,CUST01885,2025-08-24,6,Better design,Customer reviews,Comfort,No
SRV024787,C006,CUST05336,2025-07-15,3,Longer battery life,Price,Comfort,No
SRV024788,C001,CUST01272,2024-07-05,1,Better performance,Design,Software,No
SRV024789,C005,CUST00633,2025-06-01,3,Better design,Performance,Durability,No
SRV024790,C005,CUST07263,2024-07-11,2,Lower price,Durability,Price,No
SRV024791,C009,CUST09569,2024-06-27,9,Better software,Design,Durability,Yes
SRV024792,C010,CUST03861,2023-06-20,4,Longer battery life,Design,Customer support,No
SRV024793,C004,CUST00450,2024-05-04,9,Lower price,Durability,Customer support,Yes
SRV024794,C004,CUST08404,2025-03-28,8,Lower price,Design,Durability,Yes
SRV024795,C002,CUST07069,2024-07-29,4,More smart features,Performance,Battery life,No
SRV024796,C003,CUST01710,2025-09-23,3,Better design,Performance,Software,No
SRV024797,C005,CUST03904,2025-04-23,6,More smart features,Features,Durability,No
SRV024798,C006,CUST03838,2025-08-08,4,Better design,Brand reputation,Design,No
SRV024799,C005,CUST02610,2024-07-04,5,Better design,Performance,Design,No
SRV024800,C001,CUST03428,2023-11-13,2,More smart features,Price,Price,No
SRV024801,C009,CUST00613,2023-01-31,3,Better performance,Durability,Customer support,No
SRV024802,C002,CUST09138,2024-12-09,10,Better performance,Brand reputation,Customer support,Yes
SRV024803,C007,CUST08682,2024-06-24,8,Lower price,Features,Software,Yes
SRV024804,C001,CUST03224,2024-11-26,4,Better performance,Performance,Battery life,No
SRV024805,C008,CUST01319,2023-05-05,9,More smart features,Quality,Price,Yes
SRV024806,C006,CUST06472,2024-05-27,10,Better design,Customer reviews,Durability,Yes
SRV024807,C004,CUST02534,2023-02-14,3,More smart features,Quality,Performance,No
SRV024808,C008,CUST02500,2025-02-07,10,Improved durability,Features,Price,Yes
SRV024809,C005,CUST06639,2023-09-25,3,More smart features,Customer reviews,Customer support,No
SRV024810,C001,CUST07826,2024-11-10,9,Better software,Price,Performance,Yes
SRV024811,C007,CUST08833,2023-07-21,6,Longer battery life,Brand reputation,Design,No
SRV024812,C003,CUST09792,2023-03-07,8,Better performance,Brand reputation,Performance,Yes
SRV024813,C005,CUST06260,2025-04-15,2,Longer battery life,Customer reviews,Comfort,No
SRV024814,C003,CUST04164,2023-12-17,4,Better performance,Customer reviews,Durability,No
SRV024815,C005,CUST04692,2024-05-29,5,Better performance,Customer reviews,Customer support,No
SRV024816,C009,CUST04780,2024-12-07,6,More smart features,Quality,Price,No
SRV024817,C003,CUST03129,2024-12-26,2,Longer battery life,Durability,Customer support,No
SRV024818,C004,CUST04000,2023-01-17,7,Better performance,Brand reputation,Comfort,Yes
SRV024819,C007,CUST09573,2023-09-11,8,Better design,Customer reviews,Durability,Yes
SRV024820,C003,CUST03824,2025-08-24,8,Better software,Design,Durability,Yes
SRV024821,C010,CUST00773,2025-10-04,8,Lower price,Price,Customer support,Yes
SRV024822,C005,CUST09334,2024-06-05,5,Longer battery life,Brand reputation,Customer support,No
SRV024823,C003,CUST00115,2025-09-17,7,Improved durability,Quality,Comfort,Yes
SRV024824,C006,CUST07816,2023-06-29,1,Lower price,Features,Comfort,No
SRV024825,C010,CUST07134,2023-03-16,4,Better performance,Customer reviews,Durability,No
SRV024826,C006,CUST09653,2023-03-19,3,Improved comfort,Features,Software,No
SRV024827,C005,CUST05037,2024-03-15,9,More smart features,Brand reputation,Comfort,Yes
SRV024828,C001,CUST04962,2024-08-30,4,More smart features,Durability,Design,No
SRV024829,C007,CUST02876,2025-02-07,9,Better software,Features,Software,Yes
SRV024830,C002,CUST01887,2023-07-02,5,More smart features,Features,Battery life,No
SRV024831,C001,CUST04073,2023-10-11,4,Lower price,Performance,Customer support,No
SRV024832,C003,CUST05276,2024-06-29,8,Improved durability,Design,Design,Yes
SRV024833,C002,CUST04235,2024-12-17,1,Better software,Customer reviews,Performance,No
SRV024834,C003,CUST05123,2023-06-09,10,Better performance,Brand reputation,Comfort,Yes
SRV024835,C007,CUST04529,2024-04-03,2,Improved durability,Quality,Performance,No
SRV024836,C001,CUST04533,2023-02-06,6,Lower price,Features,Performance,No
SRV024837,C002,CUST05029,2023-12-14,3,Improved durability,Customer reviews,Performance,No
SRV024838,C010,CUST02754,2025-11-24,10,Longer battery life,Durability,Comfort,Yes
SRV024839,C008,CUST02146,2024-04-17,9,More smart features,Performance,Comfort,Yes
SRV024840,C007,CUST06799,2025-11-02,4,More smart features,Features,Performance,No
SRV024841,C009,CUST06888,2023-05-12,4,Lower price,Price,Customer support,No
SRV024842,C006,CUST06098,2023-06-03,1,Lower price,Features,Comfort,No
SRV024843,C002,CUST08623,2024-01-13,9,Improved durability,Features,Battery life,Yes
SRV024844,C003,CUST05273,2025-02-10,4,Lower price,Features,Price,No
SRV024845,C003,CUST03126,2024-03-26,1,Improved comfort,Price,Price,No
SRV024846,C006,CUST02461,2025-12-28,7,Better performance,Durability,Software,Yes
SRV024847,C003,CUST01318,2024-07-18,6,Longer battery life,Quality,Performance,No
SRV024848,C006,CUST07210,2025-05-06,3,Improved durability,Performance,Customer support,No
SRV024849,C001,CUST08377,2025-11-23,1,Better performance,Design,Battery life,No
SRV024850,C001,CUST09706,2024-02-25,4,Lower price,Design,Performance,No
SRV024851,C008,CUST09283,2025-03-19,1,Improved durability,Design,Durability,No
SRV024852,C010,CUST06667,2025-05-03,8,Improved comfort,Design,Battery life,Yes
SRV024853,C006,CUST00301,2025-01-07,4,Improved comfort,Brand reputation,Design,No
SRV024854,C010,CUST01050,2023-10-13,4,Longer battery life,Features,Price,No
SRV024855,C005,CUST05417,2023-11-27,1,Better design,Customer reviews,Software,No
SRV024856,C007,CUST02330,2025-01-30,3,Lower price,Quality,Design,No
SRV024857,C001,CUST01154,2023-05-05,1,Better design,Design,Battery life,No
SRV024858,C001,CUST06254,2024-08-01,5,More smart features,Customer reviews,Price,No
SRV024859,C006,CUST07985,2024-11-29,8,Improved comfort,Brand reputation,Design,Yes
SRV024860,C008,CUST06353,2025-10-04,8,Better performance,Brand reputation,Price,Yes
SRV024861,C009,CUST04585,2025-10-04,1,Longer battery life,Customer reviews,Design,No
SRV024862,C008,CUST02935,2024-02-02,6,Better design,Quality,Customer support,No
SRV024863,C003,CUST06867,2023-09-07,7,Better design,Durability,Customer support,Yes
SRV024864,C004,CUST06182,2023-01-24,9,Better design,Design,Durability,Yes
SRV024865,C007,CUST07956,2024-08-01,5,Lower price,Customer reviews,Performance,No
SRV024866,C007,CUST06410,2025-07-10,2,Longer battery life,Design,Design,No
SRV024867,C002,CUST05694,2024-10-29,4,Better design,Features,Software,No
SRV024868,C007,CUST02782,2024-11-04,7,Better performance,Features,Price,Yes
SRV024869,C003,CUST07435,2025-06-29,2,Better software,Price,Durability,No
SRV024870,C005,CUST01244,2023-02-25,1,More smart features,Quality,Customer support,No
SRV024871,C004,CUST03246,2024-09-04,7,Better design,Performance,Battery life,Yes
SRV024872,C002,CUST05850,2025-02-10,3,Better performance,Durability,Durability,No
SRV024873,C009,CUST04558,2023-03-24,8,Improved durability,Performance,Battery life,Yes
SRV024874,C010,CUST06691,2023-04-27,6,Longer battery life,Brand reputation,Software,No
SRV024875,C002,CUST07112,2023-12-29,10,Improved durability,Performance,Design,Yes
SRV024876,C002,CUST01716,2024-02-22,1,Improved comfort,Quality,Software,No
SRV024877,C003,CUST09582,2025-02-23,9,Better design,Price,Comfort,Yes
SRV024878,C009,CUST05681,2025-08-01,9,Better software,Performance,Price,Yes
SRV024879,C006,CUST02692,2024-08-28,9,Better performance,Performance,Durability,Yes
SRV024880,C009,CUST03459,2024-02-15,6,Longer battery life,Features,Performance,No
SRV024881,C010,CUST05759,2024-06-04,2,Longer battery life,Features,Comfort,No
SRV024882,C009,CUST03303,2024-10-15,2,Lower price,Price,Performance,No
SRV024883,C001,CUST09192,2024-03-28,1,More smart features,Price,Software,No
SRV024884,C006,CUST07467,2025-03-01,8,Improved comfort,Customer reviews,Software,Yes
SRV024885,C010,CUST01225,2023-12-04,10,Better design,Quality,Performance,Yes
SRV024886,C010,CUST08163,2023-09-10,1,Better performance,Durability,Comfort,No
SRV024887,C009,CUST04721,2025-11-20,1,Longer battery life,Price,Comfort,No
SRV024888,C008,CUST07133,2024-08-09,7,Lower price,Durability,Design,Yes
SRV024889,C004,CUST08930,2025-01-01,1,Better design,Performance,Durability,No
SRV024890,C001,CUST05756,2025-10-03,6,Improved comfort,Design,Comfort,No
SRV024891,C005,CUST07877,2023-05-13,5,Improved comfort,Quality,Performance,No
SRV024892,C004,CUST02504,2024-11-15,7,Better design,Customer reviews,Durability,Yes
SRV024893,C007,CUST04524,2025-05-02,6,Longer battery life,Durability,Performance,No
SRV024894,C005,CUST05774,2023-05-09,1,Improved comfort,Features,Customer support,No
SRV024895,C006,CUST09866,2025-11-02,2,Improved durability,Price,Battery life,No
SRV024896,C002,CUST00339,2024-01-11,3,Better software,Performance,Comfort,No
SRV024897,C003,CUST08124,2025-06-24,5,Better software,Brand reputation,Software,No
SRV024898,C006,CUST05903,2024-11-02,3,Better design,Price,Comfort,No
SRV024899,C005,CUST09725,2025-10-06,2,Lower price,Durability,Customer support,No
SRV024900,C006,CUST06405,2024-10-31,8,Better performance,Design,Comfort,Yes
SRV024901,C003,CUST06421,2024-04-14,7,Better performance,Customer reviews,Design,Yes
SRV024902,C010,CUST02777,2023-12-18,8,Improved durability,Features,Design,Yes
SRV024903,C010,CUST03132,2025-12-21,1,Better software,Customer reviews,Design,No
SRV024904,C007,CUST08063,2023-03-20,9,Longer battery life,Performance,Design,Yes
SRV024905,C002,CUST08834,2025-07-16,9,Better performance,Quality,Performance,Yes
SRV024906,C007,CUST02645,2024-12-12,4,Better design,Price,Comfort,No
SRV024907,C002,CUST08847,2025-05-15,10,Better design,Quality,Price,Yes
SRV024908,C010,CUST04470,2025-09-18,3,Lower price,Brand reputation,Durability,No
SRV024909,C003,CUST09708,2023-04-16,10,Improved comfort,Customer reviews,Durability,Yes
SRV024910,C005,CUST02872,2024-01-05,9,Improved durability,Customer reviews,Durability,Yes
SRV024911,C001,CUST02737,2024-10-05,4,Improved comfort,Quality,Durability,No
SRV024912,C004,CUST01293,2024-02-26,6,Improved comfort,Performance,Customer support,No
SRV024913,C008,CUST08119,2023-02-03,4,Better design,Customer reviews,Price,No
SRV024914,C010,CUST06892,2024-09-19,2,Longer battery life,Price,Customer support,No
SRV024915,C005,CUST04105,2023-08-22,3,Lower price,Brand reputation,Performance,No
SRV024916,C006,CUST06275,2023-01-30,2,More smart features,Price,Software,No
SRV024917,C007,CUST08993,2024-09-07,8,Better software,Durability,Price,Yes
SRV024918,C008,CUST01990,2025-07-26,1,Better design,Performance,Price,No
SRV024919,C002,CUST08046,2023-09-27,3,More smart features,Quality,Design,No
SRV024920,C002,CUST01678,2024-10-15,1,Lower price,Durability,Price,No
SRV024921,C010,CUST06529,2023-09-20,3,Longer battery life,Customer reviews,Durability,No
SRV024922,C007,CUST02683,2024-02-02,2,Better design,Price,Durability,No
SRV024923,C002,CUST02335,2023-02-25,8,More smart features,Features,Durability,Yes
SRV024924,C005,CUST08092,2024-05-03,6,Better design,Quality,Battery life,No
SRV024925,C001,CUST01157,2024-10-07,7,More smart features,Features,Software,Yes
SRV024926,C004,CUST03094,2025-12-08,8,More smart features,Durability,Software,Yes
SRV024927,C009,CUST02124,2023-09-14,5,Improved durability,Durability,Comfort,No
SRV024928,C009,CUST07296,2025-11-07,8,More smart features,Performance,Design,Yes
SRV024929,C005,CUST03923,2025-12-26,8,Improved durability,Design,Design,Yes
SRV024930,C006,CUST06881,2024-12-26,4,Better design,Quality,Software,No
SRV024931,C003,CUST01718,2023-10-04,5,Improved comfort,Brand reputation,Durability,No
SRV024932,C003,CUST01710,2023-04-15,10,Longer battery life,Design,Durability,Yes
SRV024933,C002,CUST03942,2024-11-22,1,Better performance,Brand reputation,Customer support,No
SRV024934,C003,CUST03106,2023-10-15,8,Improved comfort,Performance,Design,Yes
SRV024935,C009,CUST08352,2025-02-13,6,Improved comfort,Design,Design,No
SRV024936,C005,CUST07046,2024-05-19,3,Better performance,Customer reviews,Durability,No
SRV024937,C007,CUST09475,2025-01-10,8,Improved comfort,Brand reputation,Price,Yes
SRV024938,C003,CUST07155,2025-09-22,3,Better software,Price,Customer support,No
SRV024939,C006,CUST05903,2024-10-22,7,Improved comfort,Performance,Price,Yes
SRV024940,C001,CUST05998,2024-09-19,6,Improved durability,Customer reviews,Durability,No
SRV024941,C008,CUST02256,2025-05-22,6,Lower price,Quality,Design,No
SRV024942,C007,CUST09629,2025-07-05,5,Improved comfort,Design,Battery life,No
SRV024943,C004,CUST01727,2024-10-02,1,Longer battery life,Design,Software,No
SRV024944,C005,CUST02844,2023-11-01,6,Better software,Durability,Software,No
SRV024945,C006,CUST00382,2025-07-19,1,Lower price,Quality,Software,No
SRV024946,C008,CUST04896,2024-12-03,6,Better design,Quality,Design,No
SRV024947,C002,CUST09782,2025-09-11,7,Better software,Design,Software,Yes
SRV024948,C005,CUST08944,2025-09-09,3,Lower price,Quality,Price,No
SRV024949,C003,CUST06137,2025-08-16,6,Improved durability,Quality,Performance,No
SRV024950,C009,CUST05122,2023-07-29,6,Improved durability,Price,Price,No
SRV024951,C009,CUST04936,2023-11-28,7,More smart features,Customer reviews,Comfort,Yes
SRV024952,C001,CUST02293,2025-09-12,5,Improved durability,Performance,Software,No
SRV024953,C005,CUST04512,2025-06-10,6,Improved comfort,Price,Software,No
SRV024954,C003,CUST07585,2025-10-17,4,Longer battery life,Price,Battery life,No
SRV024955,C001,CUST07131,2023-11-16,6,Better software,Customer reviews,Design,No
SRV024956,C010,CUST02236,2023-10-19,10,Improved comfort,Quality,Performance,Yes
SRV024957,C006,CUST00009,2024-02-05,8,Longer battery life,Design,Battery life,Yes
SRV024958,C008,CUST09601,2025-05-02,5,Longer battery life,Design,Price,No
SRV024959,C003,CUST01546,2025-07-06,10,Better design,Price,Customer support,Yes
SRV024960,C005,CUST01687,2023-01-14,8,Better performance,Customer reviews,Price,Yes
SRV024961,C010,CUST01484,2024-06-15,2,Lower price,Price,Durability,No
SRV024962,C010,CUST04968,2023-07-13,8,Better performance,Design,Design,Yes
SRV024963,C008,CUST03719,2025-01-01,5,Improved durability,Brand reputation,Customer support,No
SRV024964,C007,CUST05030,2025-08-24,3,More smart features,Brand reputation,Software,No
SRV024965,C004,CUST00923,2025-08-04,4,Longer battery life,Durability,Customer support,No
SRV024966,C009,CUST02178,2024-06-01,6,Better performance,Performance,Performance,No
SRV024967,C001,CUST01554,2024-12-08,9,Better design,Price,Durability,Yes
SRV024968,C004,CUST02866,2025-08-29,5,Lower price,Brand reputation,Price,No
SRV024969,C001,CUST05416,2025-05-24,2,Better design,Durability,Software,No
SRV024970,C005,CUST02137,2025-09-07,8,Better performance,Performance,Price,Yes
SRV024971,C007,CUST07580,2023-01-10,5,Longer battery life,Brand reputation,Design,No
SRV024972,C008,CUST04691,2024-03-05,9,Better performance,Durability,Design,Yes
SRV024973,C010,CUST01448,2023-08-28,10,Lower price,Customer reviews,Customer support,Yes
SRV024974,C008,CUST03169,2025-09-30,5,Improved comfort,Quality,Software,No
SRV024975,C008,CUST01946,2024-05-15,1,Better design,Design,Durability,No
SRV024976,C006,CUST01609,2024-03-09,2,Improved comfort,Customer reviews,Performance,No
SRV024977,C008,CUST00603,2024-05-20,4,More smart features,Customer reviews,Battery life,No
SRV024978,C010,CUST03994,2024-04-01,10,Improved durability,Quality,Comfort,Yes
SRV024979,C008,CUST00086,2023-10-10,4,Improved comfort,Customer reviews,Software,No
SRV024980,C002,CUST02502,2024-10-31,7,Longer battery life,Price,Price,Yes
SRV024981,C004,CUST03046,2024-05-23,2,Lower price,Performance,Durability,No
SRV024982,C003,CUST07135,2025-08-05,6,Better performance,Price,Comfort,No
SRV024983,C006,CUST08868,2023-09-26,10,Improved durability,Performance,Performance,Yes
SRV024984,C005,CUST02715,2023-03-31,7,Improved comfort,Performance,Price,Yes
SRV024985,C009,CUST02686,2023-04-15,3,Better design,Durability,Battery life,No
SRV024986,C003,CUST01595,2025-08-08,3,Longer battery life,Performance,Performance,No
SRV024987,C009,CUST03989,2023-07-03,2,Lower price,Brand reputation,Price,No
SRV024988,C007,CUST03026,2025-07-26,8,Better software,Price,Battery life,Yes
SRV024989,C007,CUST02645,2025-06-18,2,More smart features,Brand reputation,Battery life,No
SRV024990,C007,CUST02157,2023-01-13,7,Better design,Performance,Price,Yes
SRV024991,C002,CUST04841,2025-08-14,10,Longer battery life,Features,Price,Yes
SRV024992,C002,CUST08211,2025-10-27,5,Better software,Features,Software,No
SRV024993,C007,CUST00174,2023-07-26,3,Improved durability,Customer reviews,Price,No
SRV024994,C002,CUST05549,2025-09-07,6,Longer battery life,Features,Battery life,No
SRV024995,C007,CUST02683,2024-08-04,4,Longer battery life,Quality,Comfort,No
SRV024996,C008,CUST07969,2025-08-28,1,Longer battery life,Customer reviews,Durability,No
SRV024997,C006,CUST08590,2024-10-02,8,Longer battery life,Brand reputation,Durability,Yes
SRV024998,C009,CUST05234,2023-09-09,8,Better design,Quality,Durability,Yes
SRV024999,C008,CUST08576,2025-11-23,7,Improved durability,Customer reviews,Battery life,Yes
SRV025000,C009,CUST02727,2023-01-29,8,Longer battery life,Quality,Performance,Yes
SRV025001,C001,CUST09259,2025-06-25,8,Improved durability,Durability,Durability,Yes
SRV025002,C003,CUST05910,2025-06-09,1,Better software,Quality,Software,No
SRV025003,C001,CUST08510,2025-08-29,4,Longer battery life,Durability,Price,No
SRV025004,C008,CUST00860,2025-11-16,2,Improved durability,Performance,Battery life,No
SRV025005,C005,CUST07410,2024-09-10,3,Better software,Durability,Comfort,No
SRV025006,C002,CUST04383,2025-10-28,5,More smart features,Features,Performance,No
SRV025007,C004,CUST06562,2025-05-09,10,More smart features,Price,Design,Yes
SRV025008,C003,CUST09620,2024-03-07,1,Better performance,Durability,Price,No
SRV025009,C001,CUST07579,2025-02-22,3,Longer battery life,Customer reviews,Design,No
SRV025010,C002,CUST00311,2024-04-24,9,Better software,Customer reviews,Comfort,Yes
SRV025011,C001,CUST00266,2025-01-31,3,Lower price,Quality,Price,No
SRV025012,C007,CUST03690,2025-04-14,9,Better software,Features,Software,Yes
SRV025013,C006,CUST01177,2023-08-10,9,Better software,Design,Design,Yes
SRV025014,C004,CUST04596,2024-10-14,4,Improved durability,Durability,Performance,No
SRV025015,C006,CUST08024,2024-11-02,1,Better design,Quality,Software,No
SRV025016,C009,CUST09400,2025-09-14,3,Lower price,Features,Performance,No
SRV025017,C010,CUST01111,2024-10-03,9,Better software,Customer reviews,Customer support,Yes
SRV025018,C009,CUST07479,2025-01-05,3,Lower price,Quality,Battery life,No
SRV025019,C006,CUST01059,2024-02-10,10,Better software,Features,Comfort,Yes
SRV025020,C010,CUST05068,2025-01-30,1,Improved durability,Brand reputation,Price,No
SRV025021,C003,CUST05216,2025-07-31,3,Better software,Brand reputation,Durability,No
SRV025022,C010,CUST06150,2025-07-07,2,Better software,Brand reputation,Battery life,No
SRV025023,C006,CUST03248,2025-08-17,5,More smart features,Quality,Design,No
SRV025024,C010,CUST03211,2025-07-14,9,Better software,Brand reputation,Durability,Yes
SRV025025,C008,CUST02962,2024-02-29,7,More smart features,Durability,Price,Yes
SRV025026,C008,CUST09657,2025-02-28,7,Better design,Brand reputation,Design,Yes
SRV025027,C006,CUST09670,2023-09-08,7,More smart features,Customer reviews,Durability,Yes
SRV025028,C002,CUST02301,2023-08-12,2,Better design,Performance,Customer support,No
SRV025029,C006,CUST08718,2023-12-14,5,Improved comfort,Quality,Software,No
SRV025030,C007,CUST03015,2024-02-25,7,Better performance,Performance,Comfort,Yes
SRV025031,C002,CUST06772,2023-08-31,4,Longer battery life,Price,Price,No
SRV025032,C002,CUST04051,2025-12-19,7,Better software,Performance,Customer support,Yes
SRV025033,C001,CUST07953,2025-12-07,10,Better design,Customer reviews,Design,Yes
SRV025034,C006,CUST06299,2023-01-18,10,Longer battery life,Price,Battery life,Yes
SRV025035,C010,CUST06664,2025-04-23,6,Better performance,Price,Design,No
SRV025036,C006,CUST09214,2024-07-15,1,Better performance,Durability,Design,No
SRV025037,C001,CUST00621,2025-02-21,1,Improved durability,Performance,Battery life,No
SRV025038,C008,CUST05254,2024-07-24,3,Better design,Design,Price,No
SRV025039,C003,CUST03655,2024-06-04,1,Better software,Price,Performance,No
SRV025040,C004,CUST03705,2023-09-10,10,Better software,Performance,Price,Yes
SRV025041,C006,CUST05580,2025-09-17,9,Better software,Customer reviews,Design,Yes
SRV025042,C009,CUST05911,2025-07-18,8,Improved comfort,Performance,Durability,Yes
SRV025043,C003,CUST05503,2023-12-13,7,Improved durability,Quality,Customer support,Yes
SRV025044,C004,CUST02152,2023-02-17,5,Better software,Performance,Software,No
SRV025045,C007,CUST06959,2025-05-24,10,Longer battery life,Features,Durability,Yes
SRV025046,C004,CUST00943,2023-01-27,7,Better design,Price,Performance,Yes
SRV025047,C005,CUST07775,2025-05-18,6,Better software,Features,Price,No
SRV025048,C006,CUST02701,2025-06-01,10,Improved comfort,Brand reputation,Battery life,Yes
SRV025049,C007,CUST05324,2025-05-03,7,Lower price,Price,Customer support,Yes
SRV025050,C004,CUST02429,2023-09-02,4,More smart features,Brand reputation,Price,No
SRV025051,C002,CUST07507,2024-04-11,4,Improved durability,Features,Design,No
SRV025052,C001,CUST02207,2024-07-03,3,Improved comfort,Durability,Design,No
SRV025053,C004,CUST01326,2023-09-25,10,Improved durability,Durability,Design,Yes
SRV025054,C003,CUST02646,2024-08-08,5,Improved comfort,Design,Customer support,No
SRV025055,C008,CUST05177,2023-09-19,2,More smart features,Performance,Design,No
SRV025056,C010,CUST03316,2024-05-20,6,Better performance,Durability,Software,No
SRV025057,C001,CUST03588,2023-08-30,10,More smart features,Design,Comfort,Yes
SRV025058,C006,CUST01690,2024-01-06,2,Better software,Customer reviews,Software,No
SRV025059,C010,CUST00430,2024-08-21,9,Lower price,Performance,Customer support,Yes
SRV025060,C001,CUST08657,2024-06-12,9,Better design,Quality,Design,Yes
SRV025061,C006,CUST03480,2024-01-17,9,Lower price,Customer reviews,Comfort,Yes
