complaint_id,company_id,product_id,customer_id,complaint_category,complaint_text,priority,status,complaint_date
CMP049032,C002,P0084,CUST02109,quality,The product stopped working properly after a short time.,Medium,In Progress,2025-08-26
CMP020940,C010,P0453,CUST03037,software,The application frequently crashes.,Low,Open,2025-08-26
CMP021833,C005,P0233,CUST08285,price,I expected better quality at this price.,Low,Closed,2025-08-26
CMP036371,C005,P0216,CUST00936,software,The software is difficult to use.,Medium,Resolved,2025-08-26
CMP000030,C010,P0472,CUST02392,price,I expected better quality at this price.,Medium,Resolved,2025-08-26
CMP028202,C007,P0339,CUST06779,performance,The performance has become inconsistent.,Low,Resolved,2025-08-26
CMP025952,C004,P0177,CUST07254,quality,The product does not feel durable.,Medium,Resolved,2025-08-26
CMP042151,C007,P0308,CUST08455,battery,The battery drains very quickly.,Medium,Resolved,2025-08-26
CMP024042,C007,P0324,CUST04564,quality,The build quality could be much better.,Medium,In Progress,2025-08-26
CMP033431,C007,P0312,CUST08709,comfort,The design causes discomfort after extended use.,Low,Open,2025-08-26
CMP014607,C002,P0087,CUST00921,battery,I have to charge the product too frequently.,Medium,Closed,2025-08-26
CMP046949,C010,P0479,CUST08065,price,I expected better quality at this price.,Low,Closed,2025-08-26
CMP028793,C009,P0422,CUST05846,battery,I have to charge the product too frequently.,High,Resolved,2025-08-26
CMP016019,C006,P0277,CUST02521,battery,Battery performance has become poor.,Medium,Resolved,2025-08-26
CMP030318,C002,P0079,CUST04017,software,The software is difficult to use.,Medium,Resolved,2025-08-26
CMP004068,C008,P0378,CUST08146,performance,The product does not work reliably.,Medium,Resolved,2025-08-26
CMP006293,C002,P0085,CUST01349,quality,The product does not feel durable.,Low,In Progress,2025-08-26
CMP004447,C003,P0135,CUST03911,battery,Battery performance has become poor.,Medium,Closed,2025-08-26
CMP026816,C010,P0471,CUST07239,comfort,The product needs a more comfortable design.,High,Closed,2025-08-26
CMP023127,C007,P0319,CUST04555,battery,I have to charge the product too frequently.,High,Resolved,2025-08-26
CMP042501,C008,P0382,CUST08526,software,The software is difficult to use.,Low,Resolved,2025-08-26
CMP037064,C005,P0208,CUST05936,quality,The product stopped working properly after a short time.,Medium,Resolved,2025-08-26
CMP019177,C006,P0253,CUST05782,software,The application frequently crashes.,Medium,Resolved,2025-08-26
CMP049486,C008,P0368,CUST09428,battery,I have to charge the product too frequently.,High,Resolved,2025-08-26
CMP031110,C006,P0257,CUST07387,quality,The product quality is disappointing.,Medium,Resolved,2025-08-26
CMP006424,C002,P0087,CUST04694,software,The software is difficult to use.,Medium,Resolved,2025-08-26
CMP047133,C010,P0464,CUST02718,performance,The product is slow and sometimes stops responding.,Medium,In Progress,2025-08-26
CMP019404,C007,P0349,CUST06700,quality,The build quality could be much better.,High,In Progress,2025-08-27
CMP024914,C009,P0401,CUST05681,performance,The product does not work reliably.,Critical,In Progress,2025-08-27
CMP013845,C010,P0488,CUST03861,quality,The product stopped working properly after a short time.,High,Closed,2025-08-27
CMP012596,C007,P0309,CUST06694,software,The software has several problems.,Low,Resolved,2025-08-27
CMP003656,C005,P0201,CUST00701,performance,The product does not work reliably.,High,Resolved,2025-08-27
CMP046081,C009,P0428,CUST09402,software,The application frequently crashes.,Medium,Resolved,2025-08-27
CMP029681,C005,P0242,CUST08572,battery,Battery performance has become poor.,High,Closed,2025-08-27
CMP006542,C001,P0038,CUST09759,comfort,The product needs a more comfortable design.,Medium,Closed,2025-08-27
CMP041866,C008,P0389,CUST04282,quality,The product stopped working properly after a short time.,High,Resolved,2025-08-27
CMP023056,C007,P0330,CUST06524,battery,Battery performance has become poor.,Low,Resolved,2025-08-27
CMP042021,C003,P0110,CUST07135,battery,Battery life is much lower than expected.,High,Resolved,2025-08-27
CMP047418,C007,P0311,CUST06956,price,The product is too expensive for its quality.,Medium,Resolved,2025-08-27
CMP030660,C001,P0016,CUST08521,battery,Battery life is much lower than expected.,Low,In Progress,2025-08-27
CMP041206,C005,P0202,CUST06447,battery,I have to charge the product too frequently.,Low,Resolved,2025-08-27
CMP001814,C009,P0442,CUST00906,quality,The product stopped working properly after a short time.,Medium,Open,2025-08-27
CMP027824,C008,P0364,CUST04202,comfort,The product needs a more comfortable design.,Low,Closed,2025-08-27
CMP023392,C010,P0470,CUST06441,delivery,The delivery process was disappointing.,Medium,Resolved,2025-08-27
CMP038546,C003,P0109,CUST02607,price,The product is too expensive for its quality.,Medium,Resolved,2025-08-27
CMP009269,C001,P0042,CUST02664,comfort,The design causes discomfort after extended use.,High,Closed,2025-08-27
CMP017591,C007,P0329,CUST00981,price,The price does not seem justified.,Medium,Closed,2025-08-27
CMP044558,C008,P0397,CUST01568,battery,Battery life is much lower than expected.,Medium,In Progress,2025-08-27
CMP042908,C001,P0042,CUST07642,quality,The product does not feel durable.,Medium,Resolved,2025-08-27
CMP019815,C010,P0453,CUST06102,quality,The product quality is disappointing.,Medium,In Progress,2025-08-27
CMP005778,C001,P0007,CUST03451,quality,The product does not feel durable.,Medium,Closed,2025-08-27
CMP031635,C008,P0374,CUST05322,battery,The battery drains very quickly.,Medium,Resolved,2025-08-27
CMP029120,C005,P0242,CUST07410,performance,The product is slow and sometimes stops responding.,Medium,Resolved,2025-08-27
CMP036920,C004,P0154,CUST02694,delivery,The delivery process was disappointing.,Low,Resolved,2025-08-27
CMP007649,C004,P0170,CUST05794,comfort,The design causes discomfort after extended use.,High,Open,2025-08-27
CMP003476,C002,P0081,CUST07948,software,The software has several problems.,Medium,Resolved,2025-08-27
CMP021319,C004,P0177,CUST06719,quality,The product stopped working properly after a short time.,High,Resolved,2025-08-27
CMP004795,C008,P0368,CUST03494,quality,The product stopped working properly after a short time.,Low,Closed,2025-08-27
CMP035597,C009,P0439,CUST08319,software,The software is difficult to use.,Medium,Closed,2025-08-27
CMP025459,C009,P0435,CUST02344,delivery,The delivery process was disappointing.,Low,Resolved,2025-08-27
CMP038213,C009,P0447,CUST05122,software,The software is difficult to use.,Low,Closed,2025-08-27
CMP007230,C006,P0266,CUST06750,software,The software has several problems.,Medium,Resolved,2025-08-27
CMP047202,C004,P0156,CUST04045,quality,The product stopped working properly after a short time.,High,Resolved,2025-08-27
CMP017057,C002,P0082,CUST08631,delivery,My order arrived late.,High,Closed,2025-08-27
CMP049111,C010,P0477,CUST04722,delivery,The delivery process was disappointing.,Medium,Resolved,2025-08-27
CMP002248,C001,P0039,CUST03890,quality,The product stopped working properly after a short time.,High,Resolved,2025-08-27
CMP042277,C009,P0440,CUST02814,battery,Battery performance has become poor.,High,Resolved,2025-08-27
CMP005710,C003,P0146,CUST02640,software,The application frequently crashes.,Critical,Resolved,2025-08-27
CMP045450,C007,P0339,CUST02354,quality,The product stopped working properly after a short time.,Medium,Resolved,2025-08-27
CMP020338,C003,P0116,CUST09124,battery,Battery life is much lower than expected.,High,Resolved,2025-08-27
CMP024699,C010,P0485,CUST07301,comfort,The product is uncomfortable during long use.,Low,Closed,2025-08-27
CMP040256,C006,P0258,CUST03673,battery,The battery drains very quickly.,High,Resolved,2025-08-27
CMP027556,C004,P0194,CUST06817,battery,I have to charge the product too frequently.,Medium,Resolved,2025-08-27
CMP014572,C006,P0263,CUST05594,battery,I have to charge the product too frequently.,Medium,Closed,2025-08-27
CMP025294,C005,P0249,CUST00687,quality,The product does not feel durable.,Medium,Open,2025-08-27
CMP027006,C009,P0414,CUST08647,battery,I have to charge the product too frequently.,Low,In Progress,2025-08-27
CMP018863,C002,P0080,CUST01117,performance,The product is slow and sometimes stops responding.,High,Closed,2025-08-27
CMP033653,C009,P0421,CUST03763,battery,Battery performance has become poor.,Low,Resolved,2025-08-27
CMP028621,C003,P0150,CUST03993,battery,The battery drains very quickly.,Medium,Resolved,2025-08-27
CMP007293,C003,P0143,CUST06488,quality,The product does not feel durable.,Medium,Resolved,2025-08-27
CMP013051,C008,P0388,CUST07275,quality,The product does not feel durable.,Medium,Closed,2025-08-28
CMP040668,C001,P0001,CUST06121,quality,The product stopped working properly after a short time.,High,Resolved,2025-08-28
CMP008663,C008,P0379,CUST04222,battery,Battery life is much lower than expected.,Medium,Open,2025-08-28
CMP004949,C005,P0230,CUST04760,performance,The product is slow and sometimes stops responding.,High,Open,2025-08-28
CMP024637,C003,P0110,CUST03644,battery,Battery life is much lower than expected.,Medium,Resolved,2025-08-28
CMP004588,C008,P0352,CUST02266,battery,The battery drains very quickly.,Medium,Resolved,2025-08-28
CMP015881,C005,P0241,CUST00457,battery,I have to charge the product too frequently.,High,In Progress,2025-08-28
CMP007528,C007,P0343,CUST01970,battery,Battery life is much lower than expected.,Medium,Closed,2025-08-28
CMP042463,C005,P0225,CUST07716,software,The product software needs improvement.,Medium,Closed,2025-08-28
CMP019318,C002,P0069,CUST08013,software,The product software needs improvement.,Low,In Progress,2025-08-28
CMP040917,C009,P0408,CUST04585,delivery,The product was delivered later than expected.,Low,In Progress,2025-08-28
CMP028779,C010,P0486,CUST02151,quality,The product does not feel durable.,Medium,In Progress,2025-08-28
CMP037791,C004,P0165,CUST07285,performance,The performance has become inconsistent.,High,Resolved,2025-08-28
CMP036968,C003,P0135,CUST04674,performance,The product performance is not as expected.,Medium,Closed,2025-08-28
CMP021380,C003,P0119,CUST05755,quality,The product stopped working properly after a short time.,Medium,Closed,2025-08-28
CMP002782,C001,P0027,CUST00379,quality,The build quality could be much better.,Medium,In Progress,2025-08-28
CMP028945,C010,P0461,CUST06972,delivery,My order arrived late.,Low,Closed,2025-08-28
CMP032719,C006,P0296,CUST00404,quality,The product quality is disappointing.,High,Closed,2025-08-28
CMP038498,C004,P0197,CUST04322,quality,The build quality could be much better.,High,Resolved,2025-08-28
CMP013565,C006,P0258,CUST03869,performance,The product is slow and sometimes stops responding.,Medium,Resolved,2025-08-28
CMP023739,C001,P0012,CUST02604,battery,Battery life is much lower than expected.,Low,Open,2025-08-28
CMP029691,C008,P0385,CUST01597,quality,The product quality is disappointing.,Medium,Resolved,2025-08-28
CMP022649,C010,P0500,CUST01905,battery,Battery performance has become poor.,Medium,Resolved,2025-08-28
CMP028731,C001,P0023,CUST06065,battery,I have to charge the product too frequently.,High,Closed,2025-08-28
CMP042212,C005,P0237,CUST07027,comfort,The design causes discomfort after extended use.,High,Closed,2025-08-28
CMP014897,C005,P0214,CUST00196,battery,Battery performance has become poor.,Low,Resolved,2025-08-28
CMP009694,C009,P0401,CUST01908,price,The price does not seem justified.,Medium,Resolved,2025-08-28
CMP033071,C009,P0436,CUST09412,quality,The product does not feel durable.,Critical,Open,2025-08-28
CMP022846,C007,P0315,CUST03580,quality,The product stopped working properly after a short time.,High,Resolved,2025-08-28
CMP000985,C009,P0444,CUST05681,price,The product is too expensive for its quality.,Medium,Resolved,2025-08-28
CMP000997,C003,P0146,CUST07720,performance,The performance has become inconsistent.,High,Closed,2025-08-28
CMP009352,C001,P0013,CUST09095,performance,The product performance is not as expected.,Medium,Closed,2025-08-28
CMP020669,C004,P0189,CUST07427,delivery,My order arrived late.,Medium,Closed,2025-08-28
CMP026028,C010,P0497,CUST01168,quality,The product stopped working properly after a short time.,Medium,Resolved,2025-08-28
CMP011438,C010,P0454,CUST07730,battery,Battery life is much lower than expected.,High,Resolved,2025-08-28
CMP032447,C002,P0057,CUST02620,battery,Battery life is much lower than expected.,High,Resolved,2025-08-28
CMP019511,C009,P0417,CUST01395,quality,The product stopped working properly after a short time.,High,In Progress,2025-08-28
CMP011478,C002,P0078,CUST01340,software,The software is difficult to use.,Medium,Open,2025-08-28
CMP028853,C006,P0300,CUST08232,battery,The battery drains very quickly.,Medium,Resolved,2025-08-28
CMP037684,C009,P0421,CUST05591,software,The application frequently crashes.,Medium,In Progress,2025-08-28
CMP009321,C005,P0206,CUST08483,performance,The product is slow and sometimes stops responding.,Medium,Resolved,2025-08-28
CMP015173,C001,P0047,CUST06037,battery,I have to charge the product too frequently.,Low,In Progress,2025-08-28
CMP013529,C004,P0151,CUST02160,battery,Battery life is much lower than expected.,High,Open,2025-08-28
CMP021538,C004,P0164,CUST02836,performance,The performance has become inconsistent.,High,Resolved,2025-08-28
CMP013711,C002,P0079,CUST02142,quality,The product does not feel durable.,Medium,Resolved,2025-08-28
CMP011078,C008,P0389,CUST06345,battery,Battery life is much lower than expected.,Medium,Resolved,2025-08-29
CMP038215,C001,P0023,CUST01492,performance,The product performance is not as expected.,Medium,In Progress,2025-08-29
CMP011089,C010,P0452,CUST06166,performance,The product performance is not as expected.,Medium,In Progress,2025-08-29
CMP010009,C005,P0246,CUST08237,performance,The product is slow and sometimes stops responding.,Low,Open,2025-08-29
CMP015871,C004,P0175,CUST08980,performance,The product is slow and sometimes stops responding.,High,Resolved,2025-08-29
CMP022822,C008,P0362,CUST09453,battery,Battery performance has become poor.,Medium,Resolved,2025-08-29
CMP028852,C007,P0320,CUST01445,battery,Battery performance has become poor.,Medium,Closed,2025-08-29
CMP024455,C008,P0369,CUST05335,comfort,The product is uncomfortable during long use.,High,Open,2025-08-29
CMP006719,C010,P0500,CUST07145,battery,Battery life is much lower than expected.,High,Closed,2025-08-29
CMP015568,C005,P0243,CUST01674,battery,Battery life is much lower than expected.,High,Closed,2025-08-29
CMP049267,C008,P0396,CUST02851,performance,The product is slow and sometimes stops responding.,Medium,Resolved,2025-08-29
CMP038965,C007,P0302,CUST03098,performance,The product does not work reliably.,Medium,Resolved,2025-08-29
CMP039571,C003,P0120,CUST00115,battery,Battery performance has become poor.,High,Closed,2025-08-29
CMP003213,C001,P0008,CUST01940,battery,The battery drains very quickly.,Medium,Resolved,2025-08-29
CMP027590,C010,P0456,CUST07608,delivery,The delivery process was disappointing.,Low,Resolved,2025-08-29
CMP027749,C008,P0352,CUST03471,delivery,My order arrived late.,Critical,Closed,2025-08-29
CMP046509,C004,P0151,CUST00811,battery,Battery performance has become poor.,High,Closed,2025-08-29
CMP046023,C005,P0228,CUST08386,delivery,My order arrived late.,Medium,Resolved,2025-08-29
CMP024182,C001,P0002,CUST01590,battery,Battery performance has become poor.,Critical,Resolved,2025-08-29
CMP034923,C010,P0480,CUST07364,software,The product software needs improvement.,Medium,In Progress,2025-08-29
CMP048847,C006,P0254,CUST01242,delivery,The product was delivered later than expected.,Medium,Resolved,2025-08-29
CMP031337,C010,P0488,CUST05068,quality,The product quality is disappointing.,Medium,Closed,2025-08-29
CMP010460,C006,P0288,CUST06517,quality,The build quality could be much better.,Medium,Resolved,2025-08-29
CMP000185,C006,P0286,CUST07628,delivery,The delivery process was disappointing.,Low,Closed,2025-08-29
CMP035896,C009,P0430,CUST09447,delivery,My order arrived late.,Low,Resolved,2025-08-29
CMP047037,C003,P0122,CUST03243,performance,The product does not work reliably.,Medium,Closed,2025-08-29
CMP049856,C005,P0237,CUST09170,battery,Battery performance has become poor.,High,Resolved,2025-08-29
CMP003391,C007,P0322,CUST06516,software,The application frequently crashes.,Medium,Resolved,2025-08-29
CMP043706,C001,P0026,CUST07314,battery,Battery life is much lower than expected.,Critical,Resolved,2025-08-29
CMP019430,C007,P0334,CUST03269,battery,The battery drains very quickly.,Medium,Closed,2025-08-29
CMP021543,C001,P0027,CUST06121,performance,The product performance is not as expected.,Medium,In Progress,2025-08-29
CMP025439,C006,P0284,CUST05058,comfort,The product is uncomfortable during long use.,Low,Open,2025-08-29
CMP025624,C007,P0306,CUST01199,performance,The performance has become inconsistent.,Medium,Closed,2025-08-29
CMP018288,C010,P0457,CUST02319,battery,The battery drains very quickly.,High,Closed,2025-08-29
CMP032698,C008,P0359,CUST06944,price,The product is too expensive for its quality.,High,In Progress,2025-08-29
CMP000292,C007,P0350,CUST08987,quality,The product quality is disappointing.,Medium,Resolved,2025-08-29
CMP015358,C010,P0464,CUST09640,comfort,The product is uncomfortable during long use.,Critical,Resolved,2025-08-29
CMP047293,C007,P0340,CUST05051,performance,The product does not work reliably.,Low,Resolved,2025-08-29
CMP007909,C003,P0108,CUST05110,battery,The battery drains very quickly.,Critical,Resolved,2025-08-29
CMP004319,C005,P0220,CUST04237,delivery,My order arrived late.,Medium,Open,2025-08-29
CMP015914,C006,P0287,CUST06881,quality,The build quality could be much better.,Low,Closed,2025-08-29
CMP049329,C009,P0410,CUST01148,comfort,The product needs a more comfortable design.,High,Open,2025-08-29
CMP027676,C004,P0176,CUST07773,price,I expected better quality at this price.,High,Resolved,2025-08-29
CMP034584,C005,P0228,CUST08260,battery,Battery performance has become poor.,High,Resolved,2025-08-29
CMP043651,C004,P0183,CUST01451,comfort,The product needs a more comfortable design.,Critical,Open,2025-08-29
CMP028650,C002,P0097,CUST02003,performance,The performance has become inconsistent.,Medium,Resolved,2025-08-29
CMP006225,C010,P0500,CUST03941,quality,The product quality is disappointing.,Low,In Progress,2025-08-29
CMP048788,C007,P0317,CUST08712,battery,Battery performance has become poor.,Medium,Resolved,2025-08-29
CMP040314,C010,P0490,CUST00677,quality,The build quality could be much better.,Medium,Closed,2025-08-29
CMP000852,C009,P0429,CUST08076,delivery,My order arrived late.,High,Resolved,2025-08-29
CMP037966,C009,P0409,CUST01996,battery,Battery performance has become poor.,Medium,Resolved,2025-08-29
CMP006951,C007,P0348,CUST05623,battery,Battery performance has become poor.,Medium,Resolved,2025-08-30
CMP006986,C010,P0486,CUST05032,battery,The battery drains very quickly.,Medium,Closed,2025-08-30
CMP030573,C008,P0371,CUST02953,battery,Battery life is much lower than expected.,Medium,Resolved,2025-08-30
CMP047617,C008,P0395,CUST09385,comfort,The design causes discomfort after extended use.,Low,Resolved,2025-08-30
CMP009009,C006,P0293,CUST02364,performance,The product is slow and sometimes stops responding.,Low,Resolved,2025-08-30
CMP014407,C009,P0429,CUST06012,battery,Battery life is much lower than expected.,Medium,Open,2025-08-30
CMP016656,C002,P0053,CUST06695,delivery,The delivery process was disappointing.,Medium,In Progress,2025-08-30
CMP048836,C010,P0481,CUST02696,performance,The performance has become inconsistent.,High,Resolved,2025-08-30
CMP038588,C010,P0465,CUST07152,quality,The product quality is disappointing.,Low,Resolved,2025-08-30
CMP020323,C010,P0470,CUST00133,comfort,The design causes discomfort after extended use.,Medium,Closed,2025-08-30
CMP029377,C003,P0145,CUST08239,price,The product is too expensive for its quality.,Medium,Closed,2025-08-30
CMP027060,C009,P0416,CUST06269,performance,The product performance is not as expected.,Low,Resolved,2025-08-30
CMP013792,C008,P0382,CUST04047,battery,Battery performance has become poor.,Medium,Resolved,2025-08-30
CMP016628,C001,P0016,CUST09705,quality,The product does not feel durable.,Low,Resolved,2025-08-30
CMP012119,C010,P0466,CUST09360,battery,The battery drains very quickly.,Medium,Open,2025-08-30
CMP030133,C001,P0045,CUST08304,price,The product is too expensive for its quality.,Low,Resolved,2025-08-30
CMP043142,C001,P0019,CUST03234,comfort,The design causes discomfort after extended use.,Medium,Resolved,2025-08-30
CMP005510,C006,P0300,CUST06591,quality,The product quality is disappointing.,Low,In Progress,2025-08-30
CMP049239,C008,P0389,CUST08276,software,The application frequently crashes.,Low,Resolved,2025-08-30
CMP025136,C009,P0413,CUST07883,battery,The battery drains very quickly.,Low,In Progress,2025-08-30
CMP014305,C002,P0081,CUST07105,battery,Battery life is much lower than expected.,High,Open,2025-08-30
CMP049772,C001,P0031,CUST09397,software,The software is difficult to use.,Low,In Progress,2025-08-30
CMP049128,C007,P0302,CUST04290,battery,I have to charge the product too frequently.,Medium,Resolved,2025-08-30
CMP035128,C006,P0280,CUST02933,performance,The performance has become inconsistent.,High,Resolved,2025-08-30
CMP011479,C007,P0314,CUST02191,comfort,The product is uncomfortable during long use.,Medium,In Progress,2025-08-30
CMP040956,C003,P0114,CUST09489,quality,The build quality could be much better.,High,In Progress,2025-08-30
CMP034798,C008,P0384,CUST01280,performance,The performance has become inconsistent.,High,Closed,2025-08-30
CMP049050,C003,P0120,CUST05253,software,The product software needs improvement.,High,In Progress,2025-08-30
CMP039233,C006,P0274,CUST05752,price,I expected better quality at this price.,Low,Resolved,2025-08-30
CMP003999,C001,P0043,CUST00105,delivery,The product was delivered later than expected.,Low,Resolved,2025-08-30
CMP000891,C009,P0440,CUST09740,battery,The battery drains very quickly.,Low,Resolved,2025-08-30
CMP027244,C003,P0122,CUST08519,battery,Battery performance has become poor.,Critical,In Progress,2025-08-30
CMP043183,C001,P0045,CUST08485,delivery,My order arrived late.,Medium,Resolved,2025-08-30
CMP029711,C010,P0459,CUST04177,software,The product software needs improvement.,Low,Resolved,2025-08-30
CMP003910,C002,P0053,CUST00031,quality,The product does not feel durable.,High,Closed,2025-08-30
CMP017544,C009,P0420,CUST00305,quality,The product does not feel durable.,Medium,Open,2025-08-30
CMP005662,C004,P0177,CUST02708,delivery,My order arrived late.,Medium,In Progress,2025-08-30
CMP022546,C006,P0290,CUST03066,battery,I have to charge the product too frequently.,Medium,In Progress,2025-08-30
CMP038430,C001,P0019,CUST05002,battery,Battery life is much lower than expected.,High,Closed,2025-08-30
CMP003342,C007,P0338,CUST00137,battery,I have to charge the product too frequently.,High,In Progress,2025-08-30
CMP017093,C006,P0279,CUST01626,price,The price does not seem justified.,Medium,Resolved,2025-08-30
CMP033232,C002,P0092,CUST00031,delivery,The delivery process was disappointing.,High,Resolved,2025-08-30
CMP018374,C001,P0014,CUST01845,software,The application frequently crashes.,Medium,Resolved,2025-08-30
CMP002133,C006,P0258,CUST07890,quality,The build quality could be much better.,Medium,In Progress,2025-08-30
CMP037546,C007,P0334,CUST07701,performance,The product does not work reliably.,Medium,Resolved,2025-08-30
CMP043886,C008,P0400,CUST02854,quality,The product stopped working properly after a short time.,Medium,In Progress,2025-08-30
CMP044384,C004,P0194,CUST05066,battery,I have to charge the product too frequently.,Medium,In Progress,2025-08-30
CMP028144,C007,P0307,CUST09788,software,The application frequently crashes.,Medium,In Progress,2025-08-30
CMP042159,C005,P0206,CUST06538,battery,Battery performance has become poor.,High,Resolved,2025-08-30
CMP035682,C007,P0313,CUST07986,quality,The product stopped working properly after a short time.,Medium,Resolved,2025-08-30
CMP001033,C004,P0187,CUST01727,delivery,The delivery process was disappointing.,Medium,Resolved,2025-08-30
CMP007879,C002,P0071,CUST02327,battery,I have to charge the product too frequently.,Low,In Progress,2025-08-30
CMP018571,C007,P0326,CUST03442,quality,The product quality is disappointing.,Medium,In Progress,2025-08-30
CMP044100,C006,P0292,CUST00432,quality,The product quality is disappointing.,High,In Progress,2025-08-30
CMP031742,C009,P0406,CUST08110,battery,The battery drains very quickly.,Medium,Resolved,2025-08-31
CMP032871,C003,P0115,CUST02201,comfort,The product is uncomfortable during long use.,Medium,Resolved,2025-08-31
CMP029094,C007,P0347,CUST02133,battery,The battery drains very quickly.,Medium,Closed,2025-08-31
CMP025770,C002,P0087,CUST05255,quality,The product quality is disappointing.,High,In Progress,2025-08-31
CMP047851,C008,P0352,CUST01321,performance,The product performance is not as expected.,High,Resolved,2025-08-31
CMP001194,C001,P0017,CUST05894,delivery,My order arrived late.,High,Closed,2025-08-31
CMP032820,C002,P0068,CUST00094,quality,The product quality is disappointing.,Medium,Resolved,2025-08-31
CMP004640,C004,P0178,CUST03533,battery,The battery drains very quickly.,High,Closed,2025-08-31
CMP006092,C007,P0322,CUST01929,battery,Battery life is much lower than expected.,Medium,In Progress,2025-08-31
CMP012392,C008,P0370,CUST01280,quality,The product stopped working properly after a short time.,High,Closed,2025-08-31
CMP045007,C003,P0140,CUST03142,battery,I have to charge the product too frequently.,Medium,Open,2025-08-31
CMP011806,C001,P0012,CUST01446,battery,Battery life is much lower than expected.,Medium,Closed,2025-08-31
CMP000071,C002,P0060,CUST02999,battery,The battery drains very quickly.,Medium,Closed,2025-08-31
CMP026485,C003,P0119,CUST01834,software,The application frequently crashes.,Medium,Resolved,2025-08-31
CMP020478,C004,P0165,CUST01055,performance,The product performance is not as expected.,High,Resolved,2025-08-31
CMP030251,C003,P0122,CUST06094,battery,Battery performance has become poor.,High,Closed,2025-08-31
CMP038557,C004,P0194,CUST01304,comfort,The product needs a more comfortable design.,High,Resolved,2025-08-31
CMP027780,C010,P0470,CUST05281,software,The software has several problems.,Medium,In Progress,2025-08-31
CMP021804,C008,P0363,CUST07385,software,The application frequently crashes.,High,Resolved,2025-08-31
CMP006337,C009,P0419,CUST05160,quality,The product does not feel durable.,High,Open,2025-08-31
CMP018876,C010,P0459,CUST05271,performance,The product performance is not as expected.,Low,Resolved,2025-08-31
CMP032857,C007,P0319,CUST01312,quality,The product stopped working properly after a short time.,High,Closed,2025-08-31
CMP023197,C007,P0325,CUST09217,software,The software has several problems.,Medium,In Progress,2025-08-31
CMP025135,C001,P0026,CUST09706,performance,The product performance is not as expected.,Medium,Closed,2025-08-31
CMP046016,C009,P0403,CUST04925,battery,I have to charge the product too frequently.,Medium,Open,2025-08-31
CMP048085,C007,P0332,CUST07430,comfort,The product is uncomfortable during long use.,Medium,Closed,2025-08-31
CMP030423,C007,P0335,CUST08886,battery,Battery performance has become poor.,High,Closed,2025-08-31
CMP017074,C004,P0153,CUST00600,battery,I have to charge the product too frequently.,High,Resolved,2025-09-01
CMP034373,C006,P0251,CUST00051,battery,I have to charge the product too frequently.,High,In Progress,2025-09-01
CMP049906,C007,P0332,CUST07749,battery,Battery performance has become poor.,Medium,In Progress,2025-09-01
CMP026129,C003,P0102,CUST00378,quality,The product stopped working properly after a short time.,Low,Resolved,2025-09-01
CMP039936,C007,P0303,CUST02311,quality,The product quality is disappointing.,High,Closed,2025-09-01
CMP029278,C007,P0348,CUST03460,price,The price does not seem justified.,Medium,Resolved,2025-09-01
CMP018412,C009,P0422,CUST09121,software,The application frequently crashes.,High,Closed,2025-09-01
CMP035019,C010,P0485,CUST00171,quality,The product quality is disappointing.,High,In Progress,2025-09-01
CMP026039,C002,P0056,CUST09785,comfort,The design causes discomfort after extended use.,Medium,Open,2025-09-01
CMP036180,C003,P0104,CUST09521,delivery,My order arrived late.,Low,In Progress,2025-09-01
CMP031774,C006,P0287,CUST06986,performance,The product is slow and sometimes stops responding.,High,Resolved,2025-09-01
CMP048303,C005,P0213,CUST09040,price,The price does not seem justified.,High,Resolved,2025-09-01
CMP004091,C001,P0021,CUST07444,software,The software is difficult to use.,Medium,Resolved,2025-09-01
CMP007009,C002,P0073,CUST02620,battery,The battery drains very quickly.,High,Closed,2025-09-01
CMP042068,C005,P0244,CUST01828,delivery,My order arrived late.,Medium,Resolved,2025-09-01
CMP020690,C005,P0244,CUST02757,performance,The product performance is not as expected.,Medium,Resolved,2025-09-01
CMP030093,C001,P0050,CUST00691,performance,The product does not work reliably.,Medium,Resolved,2025-09-01
CMP047637,C006,P0266,CUST00432,delivery,The delivery process was disappointing.,Critical,Resolved,2025-09-01
CMP008168,C002,P0085,CUST06852,performance,The performance has become inconsistent.,High,Closed,2025-09-01
CMP010895,C008,P0363,CUST08711,comfort,The product is uncomfortable during long use.,High,Closed,2025-09-01
CMP047004,C009,P0446,CUST07589,software,The application frequently crashes.,Medium,Resolved,2025-09-01
CMP011895,C003,P0142,CUST09124,performance,The performance has become inconsistent.,High,Closed,2025-09-01
CMP011885,C006,P0253,CUST07075,quality,The build quality could be much better.,Medium,Resolved,2025-09-01
CMP026967,C002,P0091,CUST03505,performance,The performance has become inconsistent.,Medium,Resolved,2025-09-01
CMP049951,C007,P0339,CUST04260,quality,The build quality could be much better.,Medium,Resolved,2025-09-01
CMP049197,C002,P0063,CUST03188,delivery,My order arrived late.,Low,Resolved,2025-09-01
CMP014424,C007,P0350,CUST02263,performance,The product performance is not as expected.,Medium,In Progress,2025-09-01
CMP032020,C010,P0459,CUST09536,price,The price does not seem justified.,Medium,Open,2025-09-01
CMP008492,C007,P0318,CUST02383,quality,The build quality could be much better.,Medium,Resolved,2025-09-01
CMP042399,C010,P0497,CUST05775,comfort,The product is uncomfortable during long use.,Low,In Progress,2025-09-01
CMP024019,C010,P0459,CUST00937,software,The software is difficult to use.,Medium,Closed,2025-09-01
