product_id,company_id,product_name,category,subcategory,description,launch_date,price,cost,rating,total_sales,return_rate,lifecycle_stage,status
P0473,C010,Analog Watch 473,Watches,Analog Watch,Analog Watch designed for modern consumers with practical features and reliable performance.,2024-03-31,15533,8717.9,4.2,95460,0.064,Mature,Active
P0474,C010,Bluetooth Speaker 474,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2024-11-27,33398,19427.34,3.5,86599,0.14,Mature,Active
P0475,C010,Fitness Watch 475,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2024-01-07,34459,20838.88,3.6,22714,0.104,Growth,Active
P0476,C010,Wireless Earbuds 476,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2023-02-15,19083,13050.9,3.8,52292,0.067,Introduction,Active
P0477,C010,Fitness Watch 477,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2023-07-21,19644,13119.08,4.2,76906,0.059,Growth,Active
P0478,C010,Smart Fan 478,Home Appliances,Smart Fan,Smart Fan designed for modern consumers with practical features and reliable performance.,2022-05-29,38677,17458.62,3.5,66853,0.025,Mature,Active
P0479,C010,Fitness Watch 479,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2024-06-25,17888,12751.17,4.6,75852,0.045,Decline,Discontinued
P0480,C010,Headphones 480,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2023-06-13,31071,20335.3,4.7,4084,0.077,Introduction,Discontinued
P0481,C010,Bluetooth Speaker 481,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2022-01-20,46952,24367.1,3.7,46781,0.082,Mature,Active
P0482,C010,Smartphone 482,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2023-01-01,27144,17700.86,4.6,10465,0.088,Decline,Active
P0483,C010,Smartphone 483,Mobile,Smartphone,Smartphone designed for modern consumers with practical features and reliable performance.,2023-01-25,38598,20484.84,4.8,90036,0.14,Decline,Active
P0484,C010,Bluetooth Speaker 484,Audio,Bluetooth Speaker,Bluetooth Speaker designed for modern consumers with practical features and reliable performance.,2025-06-20,16863,12003.47,3.6,27077,0.127,Mature,Active
P0485,C010,Smart Watch 485,Watches,Smart Watch,Smart Watch designed for modern consumers with practical features and reliable performance.,2025-01-13,6143,4009.8,4.3,80955,0.011,Introduction,Discontinued
P0486,C010,Tablet 486,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-10-02,33266,23932.77,4.7,75803,0.132,Growth,Active
P0487,C010,Air Purifier 487,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-01-12,38792,18948.88,4.1,55966,0.077,Introduction,Active
P0488,C010,Smart Light 488,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2025-11-12,12455,7313.06,3.4,68422,0.074,Introduction,Active
P0489,C010,Headphones 489,Audio,Headphones,Headphones designed for modern consumers with practical features and reliable performance.,2023-06-23,39076,18765.25,3.8,34539,0.036,Growth,Active
P0490,C010,Smart Light 490,Home Appliances,Smart Light,Smart Light designed for modern consumers with practical features and reliable performance.,2024-02-02,23485,13146.37,4.0,28094,0.069,Mature,Discontinued
P0491,C010,Tablet 491,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2022-07-24,12789,7947.38,4.9,90416,0.042,Mature,Active
P0492,C010,Smart Ring 492,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2022-01-20,25961,13209.45,4.6,97302,0.031,Growth,Discontinued
P0493,C010,Air Purifier 493,Home Appliances,Air Purifier,Air Purifier designed for modern consumers with practical features and reliable performance.,2025-02-25,42330,25613.97,4.4,64282,0.052,Introduction,Discontinued
P0494,C010,Fitness Watch 494,Watches,Fitness Watch,Fitness Watch designed for modern consumers with practical features and reliable performance.,2022-07-17,11704,5477.6,4.6,62960,0.127,Decline,Active
P0495,C010,Tablet 495,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-04-23,24613,15213.42,4.8,34279,0.058,Introduction,Active
P0496,C010,Fitness Band 496,Wearables,Fitness Band,Fitness Band designed for modern consumers with practical features and reliable performance.,2023-08-06,38804,24165.9,4.3,23377,0.147,Mature,Active
P0497,C010,Smart Ring 497,Wearables,Smart Ring,Smart Ring designed for modern consumers with practical features and reliable performance.,2025-07-17,49268,28776.41,3.3,80934,0.05,Growth,Active
P0498,C010,Tablet 498,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2023-12-05,42371,26850.21,3.9,9851,0.021,Growth,Active
P0499,C010,Tablet 499,Mobile,Tablet,Tablet designed for modern consumers with practical features and reliable performance.,2024-01-14,47558,25217.24,4.3,36053,0.134,Decline,Discontinued
P0500,C010,Wireless Earbuds 500,Audio,Wireless Earbuds,Wireless Earbuds designed for modern consumers with practical features and reliable performance.,2025-12-06,2513,1225.12,3.6,33483,0.142,Introduction,Active
