product_id,product_name,category,subcategory,complaint_category,complaint_count,product_pain_score,demand_problem_score,market_gap_score,market_gap_level,opportunity_score,opportunity_level,opportunity_statement,opportunity_rank
P0138,Smart Fan 138,Home Appliances,Smart Fan,performance,9,22.5,41.05,36.23,Moderate Market Gap,33.11,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,3108
P0027,Smart Ring 27,Wearables,Smart Ring,performance,12,30.0,34.28,35.35,Moderate Market Gap,33.1,Moderate Opportunity,Improve Wearables products by addressing performance problems,3109
P0448,Smart Fan 448,Home Appliances,Smart Fan,comfort,11,27.5,36.02,36.23,Moderate Market Gap,33.1,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,3110
P0135,Smart Watch 135,Watches,Smart Watch,price,8,20.0,42.96,36.86,Moderate Market Gap,33.09,Moderate Opportunity,Improve Watches products by addressing price problems,3111
P0135,Smart Watch 135,Watches,Smart Watch,delivery,8,20.0,42.96,36.86,Moderate Market Gap,33.09,Moderate Opportunity,Improve Watches products by addressing delivery problems,3112
P0118,Bluetooth Speaker 118,Audio,Bluetooth Speaker,delivery,8,20.0,44.34,35.19,Moderate Market Gap,33.08,Moderate Opportunity,Improve Audio products by addressing delivery problems,3113
P0002,Smart Watch 2,Watches,Smart Watch,software,11,27.5,35.34,36.86,Moderate Market Gap,33.05,Moderate Opportunity,Improve Watches products by addressing software problems,3114
P0218,Tablet 218,Mobile,Tablet,software,2,5.0,58.21,36.43,Moderate Market Gap,33.05,Moderate Opportunity,Improve Mobile products by addressing software problems,3115
P0438,Fitness Band 438,Wearables,Fitness Band,battery,13,32.5,31.61,35.35,Moderate Market Gap,33.04,Moderate Opportunity,Improve Wearables products by addressing battery problems,3116
P0089,Fitness Band 89,Wearables,Fitness Band,software,9,22.5,41.58,35.35,Moderate Market Gap,33.03,Moderate Opportunity,Improve Wearables products by addressing software problems,3117
P0313,Smart Watch 313,Watches,Smart Watch,software,10,25.0,37.79,36.86,Moderate Market Gap,33.03,Moderate Opportunity,Improve Watches products by addressing software problems,3118
P0392,Wireless Earbuds 392,Audio,Wireless Earbuds,performance,13,32.5,31.69,35.19,Moderate Market Gap,33.02,Moderate Opportunity,Improve Audio products by addressing performance problems,3119
P0197,Fitness Band 197,Wearables,Fitness Band,delivery,4,10.0,54.0,35.35,Moderate Market Gap,33.0,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3120
P0178,Fitness Watch 178,Watches,Fitness Watch,quality,12,30.0,32.69,36.86,Moderate Market Gap,33.0,Moderate Opportunity,Improve Watches products by addressing quality problems,3121
P0004,Headphones 4,Audio,Headphones,delivery,8,20.0,44.08,35.19,Moderate Market Gap,32.98,Moderate Opportunity,Improve Audio products by addressing delivery problems,3122
P0004,Headphones 4,Audio,Headphones,comfort,8,20.0,44.08,35.19,Moderate Market Gap,32.98,Moderate Opportunity,Improve Audio products by addressing comfort problems,3123
P0315,Bluetooth Speaker 315,Audio,Bluetooth Speaker,performance,12,30.0,34.01,35.19,Moderate Market Gap,32.96,Moderate Opportunity,Improve Audio products by addressing performance problems,3124
P0048,Smart Watch 48,Watches,Smart Watch,price,8,20.0,42.55,36.86,Moderate Market Gap,32.95,Moderate Opportunity,Improve Watches products by addressing price problems,3125
P0143,Headphones 143,Audio,Headphones,delivery,8,20.0,43.94,35.19,Moderate Market Gap,32.94,Moderate Opportunity,Improve Audio products by addressing delivery problems,3126
P0290,Fitness Band 290,Wearables,Fitness Band,comfort,12,30.0,33.81,35.35,Moderate Market Gap,32.94,Moderate Opportunity,Improve Wearables products by addressing comfort problems,3127
P0086,Analog Watch 86,Watches,Analog Watch,comfort,10,25.0,37.5,36.86,Moderate Market Gap,32.93,Moderate Opportunity,Improve Watches products by addressing comfort problems,3128
P0136,Tablet 136,Mobile,Tablet,price,7,17.5,45.22,36.43,Moderate Market Gap,32.88,Moderate Opportunity,Improve Mobile products by addressing price problems,3129
P0379,Bluetooth Speaker 379,Audio,Bluetooth Speaker,comfort,7,17.5,46.26,35.19,Moderate Market Gap,32.87,Moderate Opportunity,Improve Audio products by addressing comfort problems,3130
P0037,Analog Watch 37,Watches,Analog Watch,software,10,25.0,37.3,36.86,Moderate Market Gap,32.86,Moderate Opportunity,Improve Watches products by addressing software problems,3131
P0037,Analog Watch 37,Watches,Analog Watch,delivery,10,25.0,37.3,36.86,Moderate Market Gap,32.86,Moderate Opportunity,Improve Watches products by addressing delivery problems,3132
P0330,Smart Watch 330,Watches,Smart Watch,price,8,20.0,42.22,36.86,Moderate Market Gap,32.84,Moderate Opportunity,Improve Watches products by addressing price problems,3133
P0182,Fitness Band 182,Wearables,Fitness Band,software,12,30.0,33.5,35.35,Moderate Market Gap,32.83,Moderate Opportunity,Improve Wearables products by addressing software problems,3134
P0018,Smart Ring 18,Wearables,Smart Ring,delivery,10,25.0,38.46,35.35,Moderate Market Gap,32.82,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3135
P0208,Fitness Watch 208,Watches,Fitness Watch,software,11,27.5,34.67,36.86,Moderate Market Gap,32.82,Moderate Opportunity,Improve Watches products by addressing software problems,3136
P0401,Headphones 401,Audio,Headphones,delivery,7,17.5,46.12,35.19,Moderate Market Gap,32.82,Moderate Opportunity,Improve Audio products by addressing delivery problems,3137
P0325,Tablet 325,Mobile,Tablet,delivery,9,22.5,40.0,36.43,Moderate Market Gap,32.8,Moderate Opportunity,Improve Mobile products by addressing delivery problems,3138
P0243,Bluetooth Speaker 243,Audio,Bluetooth Speaker,performance,13,32.5,31.01,35.19,Moderate Market Gap,32.79,Moderate Opportunity,Improve Audio products by addressing performance problems,3139
P0096,Smart Watch 96,Watches,Smart Watch,comfort,11,27.5,34.5,36.86,Moderate Market Gap,32.76,Moderate Opportunity,Improve Watches products by addressing comfort problems,3140
P0246,Fitness Watch 246,Watches,Fitness Watch,delivery,9,22.5,39.51,36.86,Moderate Market Gap,32.76,Moderate Opportunity,Improve Watches products by addressing delivery problems,3141
P0246,Fitness Watch 246,Watches,Fitness Watch,price,9,22.5,39.51,36.86,Moderate Market Gap,32.76,Moderate Opportunity,Improve Watches products by addressing price problems,3142
P0246,Fitness Watch 246,Watches,Fitness Watch,comfort,9,22.5,39.51,36.86,Moderate Market Gap,32.76,Moderate Opportunity,Improve Watches products by addressing comfort problems,3143
P0395,Analog Watch 395,Watches,Analog Watch,software,6,15.0,46.98,36.86,Moderate Market Gap,32.75,Moderate Opportunity,Improve Watches products by addressing software problems,3144
P0120,Smart Light 120,Home Appliances,Smart Light,comfort,5,12.5,49.98,36.23,Moderate Market Gap,32.74,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,3145
P0441,Smartphone 441,Mobile,Smartphone,price,11,27.5,34.8,36.43,Moderate Market Gap,32.73,Moderate Opportunity,Improve Mobile products by addressing price problems,3146
P0126,Tablet 126,Mobile,Tablet,software,10,25.0,37.28,36.43,Moderate Market Gap,32.73,Moderate Opportunity,Improve Mobile products by addressing software problems,3147
P0498,Tablet 498,Mobile,Tablet,battery,12,30.0,32.26,36.43,Moderate Market Gap,32.72,Moderate Opportunity,Improve Mobile products by addressing battery problems,3148
P0498,Tablet 498,Mobile,Tablet,performance,12,30.0,32.26,36.43,Moderate Market Gap,32.72,Moderate Opportunity,Improve Mobile products by addressing performance problems,3149
P0284,Wireless Earbuds 284,Audio,Wireless Earbuds,comfort,6,15.0,48.29,35.19,Moderate Market Gap,32.71,Moderate Opportunity,Improve Audio products by addressing comfort problems,3150
P0029,Smart Light 29,Home Appliances,Smart Light,comfort,6,15.0,47.31,36.23,Moderate Market Gap,32.68,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,3151
P0079,Smartphone 79,Mobile,Smartphone,software,6,15.0,47.1,36.43,Moderate Market Gap,32.66,Moderate Opportunity,Improve Mobile products by addressing software problems,3152
P0396,Fitness Watch 396,Watches,Fitness Watch,comfort,10,25.0,36.72,36.86,Moderate Market Gap,32.66,Moderate Opportunity,Improve Watches products by addressing comfort problems,3153
P0213,Wireless Earbuds 213,Audio,Wireless Earbuds,comfort,6,15.0,48.11,35.19,Moderate Market Gap,32.65,Moderate Opportunity,Improve Audio products by addressing comfort problems,3154
P0299,Smart Ring 299,Wearables,Smart Ring,price,11,27.5,35.47,35.35,Moderate Market Gap,32.64,Moderate Opportunity,Improve Wearables products by addressing price problems,3155
P0231,Smartphone 231,Mobile,Smartphone,software,8,20.0,41.99,36.43,Moderate Market Gap,32.63,Moderate Opportunity,Improve Mobile products by addressing software problems,3156
P0157,Smartphone 157,Mobile,Smartphone,software,8,20.0,41.97,36.43,Moderate Market Gap,32.62,Moderate Opportunity,Improve Mobile products by addressing software problems,3157
P0274,Smart Watch 274,Watches,Smart Watch,delivery,8,20.0,41.62,36.86,Moderate Market Gap,32.62,Moderate Opportunity,Improve Watches products by addressing delivery problems,3158
P0461,Headphones 461,Audio,Headphones,delivery,9,22.5,40.5,35.19,Moderate Market Gap,32.61,Moderate Opportunity,Improve Audio products by addressing delivery problems,3159
P0013,Smart Ring 13,Wearables,Smart Ring,software,8,20.0,42.87,35.35,Moderate Market Gap,32.61,Moderate Opportunity,Improve Wearables products by addressing software problems,3160
P0361,Air Purifier 361,Home Appliances,Air Purifier,comfort,9,22.5,39.63,36.23,Moderate Market Gap,32.61,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,3161
P0467,Air Purifier 467,Home Appliances,Air Purifier,delivery,5,12.5,49.59,36.23,Moderate Market Gap,32.6,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,3162
P0195,Fitness Band 195,Wearables,Fitness Band,software,5,12.5,50.32,35.35,Moderate Market Gap,32.59,Moderate Opportunity,Improve Wearables products by addressing software problems,3163
P0333,Smart Light 333,Home Appliances,Smart Light,software,7,17.5,44.55,36.23,Moderate Market Gap,32.59,Moderate Opportunity,Improve Home Appliances products by addressing software problems,3164
P0349,Smart Fan 349,Home Appliances,Smart Fan,price,4,10.0,52.07,36.23,Moderate Market Gap,32.59,Moderate Opportunity,Improve Home Appliances products by addressing price problems,3165
P0167,Fitness Watch 167,Watches,Fitness Watch,price,9,22.5,38.98,36.86,Moderate Market Gap,32.58,Moderate Opportunity,Improve Watches products by addressing price problems,3166
P0484,Bluetooth Speaker 484,Audio,Bluetooth Speaker,comfort,8,20.0,42.91,35.19,Moderate Market Gap,32.58,Moderate Opportunity,Improve Audio products by addressing comfort problems,3167
P0484,Bluetooth Speaker 484,Audio,Bluetooth Speaker,software,8,20.0,42.91,35.19,Moderate Market Gap,32.58,Moderate Opportunity,Improve Audio products by addressing software problems,3168
P0390,Smart Light 390,Home Appliances,Smart Light,comfort,11,27.5,34.44,36.23,Moderate Market Gap,32.55,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,3169
P0072,Smart Light 72,Home Appliances,Smart Light,delivery,6,15.0,46.94,36.23,Moderate Market Gap,32.55,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,3170
P0390,Smart Light 390,Home Appliances,Smart Light,software,11,27.5,34.44,36.23,Moderate Market Gap,32.55,Moderate Opportunity,Improve Home Appliances products by addressing software problems,3171
P0364,Bluetooth Speaker 364,Audio,Bluetooth Speaker,delivery,11,27.5,35.3,35.19,Moderate Market Gap,32.54,Moderate Opportunity,Improve Audio products by addressing delivery problems,3172
P0352,Smart Ring 352,Wearables,Smart Ring,delivery,11,27.5,35.1,35.35,Moderate Market Gap,32.52,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3173
P0131,Smartphone 131,Mobile,Smartphone,price,4,10.0,51.57,36.43,Moderate Market Gap,32.48,Moderate Opportunity,Improve Mobile products by addressing price problems,3174
P0357,Tablet 357,Mobile,Tablet,delivery,5,12.5,49.0,36.43,Moderate Market Gap,32.45,Moderate Opportunity,Improve Mobile products by addressing delivery problems,3175
P0480,Headphones 480,Audio,Headphones,delivery,12,30.0,32.56,35.19,Moderate Market Gap,32.45,Moderate Opportunity,Improve Audio products by addressing delivery problems,3176
P0366,Air Purifier 366,Home Appliances,Air Purifier,performance,12,30.0,31.61,36.23,Moderate Market Gap,32.43,Moderate Opportunity,Improve Home Appliances products by addressing performance problems,3177
P0489,Headphones 489,Audio,Headphones,comfort,8,20.0,42.48,35.19,Moderate Market Gap,32.42,Moderate Opportunity,Improve Audio products by addressing comfort problems,3178
P0190,Smart Light 190,Home Appliances,Smart Light,price,8,20.0,41.53,36.23,Moderate Market Gap,32.4,Moderate Opportunity,Improve Home Appliances products by addressing price problems,3179
P0164,Smart Fan 164,Home Appliances,Smart Fan,software,6,15.0,46.5,36.23,Moderate Market Gap,32.39,Moderate Opportunity,Improve Home Appliances products by addressing software problems,3180
P0496,Fitness Band 496,Wearables,Fitness Band,delivery,7,17.5,44.73,35.35,Moderate Market Gap,32.39,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3181
P0335,Headphones 335,Audio,Headphones,price,7,17.5,44.81,35.19,Moderate Market Gap,32.37,Moderate Opportunity,Improve Audio products by addressing price problems,3182
P0416,Smart Ring 416,Wearables,Smart Ring,price,9,22.5,39.68,35.35,Moderate Market Gap,32.37,Moderate Opportunity,Improve Wearables products by addressing price problems,3183
P0107,Analog Watch 107,Watches,Analog Watch,comfort,7,17.5,43.39,36.86,Moderate Market Gap,32.37,Moderate Opportunity,Improve Watches products by addressing comfort problems,3184
P0137,Analog Watch 137,Watches,Analog Watch,delivery,10,25.0,35.85,36.86,Moderate Market Gap,32.36,Moderate Opportunity,Improve Watches products by addressing delivery problems,3185
P0169,Analog Watch 169,Watches,Analog Watch,price,4,10.0,50.87,36.86,Moderate Market Gap,32.36,Moderate Opportunity,Improve Watches products by addressing price problems,3186
P0084,Fitness Band 84,Wearables,Fitness Band,comfort,10,25.0,37.11,35.35,Moderate Market Gap,32.34,Moderate Opportunity,Improve Wearables products by addressing comfort problems,3187
P0432,Air Purifier 432,Home Appliances,Air Purifier,price,12,30.0,31.34,36.23,Moderate Market Gap,32.34,Moderate Opportunity,Improve Home Appliances products by addressing price problems,3188
P0300,Smart Watch 300,Watches,Smart Watch,price,9,22.5,38.11,36.86,Moderate Market Gap,32.27,Moderate Opportunity,Improve Watches products by addressing price problems,3189
P0300,Smart Watch 300,Watches,Smart Watch,delivery,9,22.5,38.11,36.86,Moderate Market Gap,32.27,Moderate Opportunity,Improve Watches products by addressing delivery problems,3190
P0482,Smartphone 482,Mobile,Smartphone,delivery,11,27.5,33.44,36.43,Moderate Market Gap,32.26,Moderate Opportunity,Improve Mobile products by addressing delivery problems,3191
P0130,Fitness Band 130,Wearables,Fitness Band,software,8,20.0,41.83,35.35,Moderate Market Gap,32.25,Moderate Opportunity,Improve Wearables products by addressing software problems,3192
P0130,Fitness Band 130,Wearables,Fitness Band,delivery,8,20.0,41.83,35.35,Moderate Market Gap,32.25,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3193
P0490,Smart Light 490,Home Appliances,Smart Light,delivery,8,20.0,41.09,36.23,Moderate Market Gap,32.25,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,3194
P0457,Air Purifier 457,Home Appliances,Air Purifier,software,7,17.5,43.58,36.23,Moderate Market Gap,32.25,Moderate Opportunity,Improve Home Appliances products by addressing software problems,3195
P0070,Smart Watch 70,Watches,Smart Watch,software,6,15.0,45.56,36.86,Moderate Market Gap,32.25,Moderate Opportunity,Improve Watches products by addressing software problems,3196
P0138,Smart Fan 138,Home Appliances,Smart Fan,comfort,8,20.0,41.05,36.23,Moderate Market Gap,32.24,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,3197
P0403,Smart Watch 403,Watches,Smart Watch,comfort,9,22.5,38.02,36.86,Moderate Market Gap,32.24,Moderate Opportunity,Improve Watches products by addressing comfort problems,3198
P0027,Smart Ring 27,Wearables,Smart Ring,price,11,27.5,34.28,35.35,Moderate Market Gap,32.23,Moderate Opportunity,Improve Wearables products by addressing price problems,3199
P0097,Fitness Watch 97,Watches,Fitness Watch,price,6,15.0,45.42,36.86,Moderate Market Gap,32.2,Moderate Opportunity,Improve Watches products by addressing price problems,3200
P0438,Fitness Band 438,Wearables,Fitness Band,comfort,12,30.0,31.61,35.35,Moderate Market Gap,32.17,Moderate Opportunity,Improve Wearables products by addressing comfort problems,3201
P0089,Fitness Band 89,Wearables,Fitness Band,delivery,8,20.0,41.58,35.35,Moderate Market Gap,32.16,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3202
P0387,Fitness Band 387,Wearables,Fitness Band,comfort,9,22.5,39.05,35.35,Moderate Market Gap,32.15,Moderate Opportunity,Improve Wearables products by addressing comfort problems,3203
P0178,Fitness Watch 178,Watches,Fitness Watch,performance,11,27.5,32.69,36.86,Moderate Market Gap,32.12,Moderate Opportunity,Improve Watches products by addressing performance problems,3204
P0343,Tablet 343,Mobile,Tablet,software,7,17.5,43.06,36.43,Moderate Market Gap,32.12,Moderate Opportunity,Improve Mobile products by addressing software problems,3205
P0303,Fitness Watch 303,Watches,Fitness Watch,delivery,4,10.0,50.15,36.86,Moderate Market Gap,32.11,Moderate Opportunity,Improve Watches products by addressing delivery problems,3206
P0100,Bluetooth Speaker 100,Audio,Bluetooth Speaker,performance,11,27.5,34.02,35.19,Moderate Market Gap,32.09,Moderate Opportunity,Improve Audio products by addressing performance problems,3207
P0315,Bluetooth Speaker 315,Audio,Bluetooth Speaker,price,11,27.5,34.01,35.19,Moderate Market Gap,32.09,Moderate Opportunity,Improve Audio products by addressing price problems,3208
P0048,Smart Watch 48,Watches,Smart Watch,comfort,7,17.5,42.55,36.86,Moderate Market Gap,32.08,Moderate Opportunity,Improve Watches products by addressing comfort problems,3209
P0023,Air Purifier 23,Home Appliances,Air Purifier,delivery,10,25.0,35.59,36.23,Moderate Market Gap,32.08,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,3210
P0410,Analog Watch 410,Watches,Analog Watch,delivery,11,27.5,32.53,36.86,Moderate Market Gap,32.07,Moderate Opportunity,Improve Watches products by addressing delivery problems,3211
P0410,Analog Watch 410,Watches,Analog Watch,price,11,27.5,32.53,36.86,Moderate Market Gap,32.07,Moderate Opportunity,Improve Watches products by addressing price problems,3212
P0086,Analog Watch 86,Watches,Analog Watch,software,9,22.5,37.5,36.86,Moderate Market Gap,32.06,Moderate Opportunity,Improve Watches products by addressing software problems,3213
P0086,Analog Watch 86,Watches,Analog Watch,price,9,22.5,37.5,36.86,Moderate Market Gap,32.06,Moderate Opportunity,Improve Watches products by addressing price problems,3214
P0371,Wireless Earbuds 371,Audio,Wireless Earbuds,price,8,20.0,41.38,35.19,Moderate Market Gap,32.04,Moderate Opportunity,Improve Audio products by addressing price problems,3215
P0371,Wireless Earbuds 371,Audio,Wireless Earbuds,delivery,8,20.0,41.38,35.19,Moderate Market Gap,32.04,Moderate Opportunity,Improve Audio products by addressing delivery problems,3216
P0426,Headphones 426,Audio,Headphones,comfort,9,22.5,38.77,35.19,Moderate Market Gap,32.0,Moderate Opportunity,Improve Audio products by addressing comfort problems,3217
P0379,Bluetooth Speaker 379,Audio,Bluetooth Speaker,price,6,15.0,46.26,35.19,Moderate Market Gap,32.0,Moderate Opportunity,Improve Audio products by addressing price problems,3218
P0241,Wireless Earbuds 241,Audio,Wireless Earbuds,price,7,17.5,43.72,35.19,Moderate Market Gap,31.98,Moderate Opportunity,Improve Audio products by addressing price problems,3219
P0241,Wireless Earbuds 241,Audio,Wireless Earbuds,comfort,7,17.5,43.72,35.19,Moderate Market Gap,31.98,Moderate Opportunity,Improve Audio products by addressing comfort problems,3220
P0182,Fitness Band 182,Wearables,Fitness Band,price,11,27.5,33.5,35.35,Moderate Market Gap,31.96,Moderate Opportunity,Improve Wearables products by addressing price problems,3221
P0246,Fitness Watch 246,Watches,Fitness Watch,software,8,20.0,39.51,36.86,Moderate Market Gap,31.89,Moderate Opportunity,Improve Watches products by addressing software problems,3222
P0446,Tablet 446,Mobile,Tablet,price,4,10.0,49.88,36.43,Moderate Market Gap,31.89,Moderate Opportunity,Improve Mobile products by addressing price problems,3223
P0096,Smart Watch 96,Watches,Smart Watch,price,10,25.0,34.5,36.86,Moderate Market Gap,31.88,Moderate Opportunity,Improve Watches products by addressing price problems,3224
P0096,Smart Watch 96,Watches,Smart Watch,delivery,10,25.0,34.5,36.86,Moderate Market Gap,31.88,Moderate Opportunity,Improve Watches products by addressing delivery problems,3225
P0120,Smart Light 120,Home Appliances,Smart Light,delivery,4,10.0,49.98,36.23,Moderate Market Gap,31.86,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,3226
P0259,Smart Fan 259,Home Appliances,Smart Fan,software,7,17.5,42.44,36.23,Moderate Market Gap,31.85,Moderate Opportunity,Improve Home Appliances products by addressing software problems,3227
P0126,Tablet 126,Mobile,Tablet,price,9,22.5,37.28,36.43,Moderate Market Gap,31.85,Moderate Opportunity,Improve Mobile products by addressing price problems,3228
P0159,Analog Watch 159,Watches,Analog Watch,performance,10,25.0,34.37,36.86,Moderate Market Gap,31.84,Moderate Opportunity,Improve Watches products by addressing performance problems,3229
P0314,Smart Light 314,Home Appliances,Smart Light,delivery,7,17.5,42.37,36.23,Moderate Market Gap,31.82,Moderate Opportunity,Improve Home Appliances products by addressing delivery problems,3230
P0443,Wireless Earbuds 443,Audio,Wireless Earbuds,price,10,25.0,35.69,35.19,Moderate Market Gap,31.8,Moderate Opportunity,Improve Audio products by addressing price problems,3231
P0081,Headphones 81,Audio,Headphones,price,12,30.0,30.67,35.19,Moderate Market Gap,31.79,Moderate Opportunity,Improve Audio products by addressing price problems,3232
P0396,Fitness Watch 396,Watches,Fitness Watch,software,9,22.5,36.72,36.86,Moderate Market Gap,31.78,Moderate Opportunity,Improve Watches products by addressing software problems,3233
P0011,Smartphone 11,Mobile,Smartphone,software,11,27.5,32.06,36.43,Moderate Market Gap,31.78,Moderate Opportunity,Improve Mobile products by addressing software problems,3234
P0011,Smartphone 11,Mobile,Smartphone,comfort,11,27.5,32.06,36.43,Moderate Market Gap,31.78,Moderate Opportunity,Improve Mobile products by addressing comfort problems,3235
P0299,Smart Ring 299,Wearables,Smart Ring,delivery,10,25.0,35.47,35.35,Moderate Market Gap,31.77,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3236
P0299,Smart Ring 299,Wearables,Smart Ring,performance,10,25.0,35.47,35.35,Moderate Market Gap,31.77,Moderate Opportunity,Improve Wearables products by addressing performance problems,3237
P0423,Air Purifier 423,Home Appliances,Air Purifier,software,9,22.5,37.2,36.23,Moderate Market Gap,31.76,Moderate Opportunity,Improve Home Appliances products by addressing software problems,3238
P0034,Bluetooth Speaker 34,Audio,Bluetooth Speaker,price,8,20.0,40.56,35.19,Moderate Market Gap,31.75,Moderate Opportunity,Improve Audio products by addressing price problems,3239
P0231,Smartphone 231,Mobile,Smartphone,comfort,7,17.5,41.99,36.43,Moderate Market Gap,31.75,Moderate Opportunity,Improve Mobile products by addressing comfort problems,3240
P0274,Smart Watch 274,Watches,Smart Watch,price,7,17.5,41.62,36.86,Moderate Market Gap,31.75,Moderate Opportunity,Improve Watches products by addressing price problems,3241
P0361,Air Purifier 361,Home Appliances,Air Purifier,price,8,20.0,39.63,36.23,Moderate Market Gap,31.74,Moderate Opportunity,Improve Home Appliances products by addressing price problems,3242
P0244,Air Purifier 244,Home Appliances,Air Purifier,comfort,11,27.5,32.1,36.23,Moderate Market Gap,31.73,Moderate Opportunity,Improve Home Appliances products by addressing comfort problems,3243
P0386,Smart Fan 386,Home Appliances,Smart Fan,quality,13,32.5,27.09,36.23,Moderate Market Gap,31.73,Moderate Opportunity,Improve Home Appliances products by addressing quality problems,3244
P0240,Tablet 240,Mobile,Tablet,delivery,9,22.5,36.9,36.43,Moderate Market Gap,31.72,Moderate Opportunity,Improve Mobile products by addressing delivery problems,3245
P0054,Wireless Earbuds 54,Audio,Wireless Earbuds,comfort,10,25.0,35.48,35.19,Moderate Market Gap,31.72,Moderate Opportunity,Improve Audio products by addressing comfort problems,3246
P0082,Fitness Watch 82,Watches,Fitness Watch,price,8,20.0,38.89,36.86,Moderate Market Gap,31.67,Moderate Opportunity,Improve Watches products by addressing price problems,3247
P0364,Bluetooth Speaker 364,Audio,Bluetooth Speaker,comfort,10,25.0,35.3,35.19,Moderate Market Gap,31.66,Moderate Opportunity,Improve Audio products by addressing comfort problems,3248
P0475,Fitness Watch 475,Watches,Fitness Watch,price,8,20.0,38.81,36.86,Moderate Market Gap,31.64,Moderate Opportunity,Improve Watches products by addressing price problems,3249
P0112,Smart Light 112,Home Appliances,Smart Light,price,9,22.5,36.83,36.23,Moderate Market Gap,31.63,Moderate Opportunity,Improve Home Appliances products by addressing price problems,3250
P0357,Tablet 357,Mobile,Tablet,comfort,4,10.0,49.0,36.43,Moderate Market Gap,31.58,Moderate Opportunity,Improve Mobile products by addressing comfort problems,3251
P0366,Air Purifier 366,Home Appliances,Air Purifier,software,11,27.5,31.61,36.23,Moderate Market Gap,31.56,Moderate Opportunity,Improve Home Appliances products by addressing software problems,3252
P0414,Wireless Earbuds 414,Audio,Wireless Earbuds,price,7,17.5,42.47,35.19,Moderate Market Gap,31.55,Moderate Opportunity,Improve Audio products by addressing price problems,3253
P0322,Smart Watch 322,Watches,Smart Watch,price,9,22.5,36.05,36.86,Moderate Market Gap,31.55,Moderate Opportunity,Improve Watches products by addressing price problems,3254
P0046,Bluetooth Speaker 46,Audio,Bluetooth Speaker,price,10,25.0,34.94,35.19,Moderate Market Gap,31.54,Moderate Opportunity,Improve Audio products by addressing price problems,3255
P0046,Bluetooth Speaker 46,Audio,Bluetooth Speaker,software,10,25.0,34.94,35.19,Moderate Market Gap,31.54,Moderate Opportunity,Improve Audio products by addressing software problems,3256
P0184,Smart Ring 184,Wearables,Smart Ring,comfort,8,20.0,39.8,35.35,Moderate Market Gap,31.54,Moderate Opportunity,Improve Wearables products by addressing comfort problems,3257
P0185,Smart Ring 185,Wearables,Smart Ring,delivery,8,20.0,39.75,35.35,Moderate Market Gap,31.52,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3258
P0416,Smart Ring 416,Wearables,Smart Ring,delivery,8,20.0,39.68,35.35,Moderate Market Gap,31.49,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3259
P0024,Fitness Band 24,Wearables,Fitness Band,delivery,8,20.0,39.68,35.35,Moderate Market Gap,31.49,Moderate Opportunity,Improve Wearables products by addressing delivery problems,3260
P0107,Analog Watch 107,Watches,Analog Watch,delivery,6,15.0,43.39,36.86,Moderate Market Gap,31.49,Moderate Opportunity,Improve Watches products by addressing delivery problems,3261
P0137,Analog Watch 137,Watches,Analog Watch,price,9,22.5,35.85,36.86,Moderate Market Gap,31.48,Moderate Opportunity,Improve Watches products by addressing price problems,3262
P0084,Fitness Band 84,Wearables,Fitness Band,price,9,22.5,37.11,35.35,Moderate Market Gap,31.47,Moderate Opportunity,Improve Wearables products by addressing price problems,3263
P0500,Wireless Earbuds 500,Audio,Wireless Earbuds,software,6,15.0,44.74,35.19,Moderate Market Gap,31.47,Moderate Opportunity,Improve Audio products by addressing software problems,3264
P0393,Analog Watch 393,Watches,Analog Watch,price,8,20.0,38.29,36.86,Moderate Market Gap,31.46,Moderate Opportunity,Improve Watches products by addressing price problems,3265
P0377,Smart Ring 377,Wearables,Smart Ring,software,5,12.5,47.07,35.35,Moderate Market Gap,31.45,Moderate Opportunity,Improve Wearables products by addressing software problems,3266
P0377,Smart Ring 377,Wearables,Smart Ring,price,5,12.5,47.07,35.35,Moderate Market Gap,31.45,Moderate Opportunity,Improve Wearables products by addressing price problems,3267
P0068,Headphones 68,Audio,Headphones,price,11,27.5,32.07,35.19,Moderate Market Gap,31.41,Moderate Opportunity,Improve Audio products by addressing price problems,3268
